stock_code,category_code,year,quarter,data
VJC,IS_021,2022,0,2246221
VJC,IS_021,2023,0,2955033
VJC,IS_022,2021,0,806254
VJC,IS_022,2022,0,2483054
VJC,IS_022,2023,0,2242066
VJC,IS_023,2021,0,804782
VJC,IS_023,2022,0,1383641
VJC,IS_023,2023,0,1950254
VJC,IS_024,2021,0,-42270
VJC,IS_024,2022,0,0
VJC,IS_024,2023,0,0
VJC,IS_025,2021,0,607756
VJC,IS_025,2022,0,936343
VJC,IS_025,2023,0,1950124
VJC,IS_026,2021,0,365729
VJC,IS_026,2022,0,534452
VJC,IS_026,2023,0,1099316
VJC,IS_030,2021,0,171956
VJC,IS_030,2022,0,-3700916
VJC,IS_030,2023,0,184272
VJC,IS_031,2021,0,16201
VJC,IS_031,2022,0,1316105
VJC,IS_031,2023,0,662197
VJC,IS_032,2021,0,7778
VJC,IS_032,2022,0,263847
VJC,IS_032,2023,0,240365
VJC,IS_040,2021,0,8422
VJC,IS_040,2022,0,1052257
VJC,IS_040,2023,0,421831
VJC,IS_050,2021,0,180379
VJC,IS_050,2022,0,-2648658
VJC,IS_050,2023,0,606103
VJC,IS_051,2021,0,14027
VJC,IS_051,2022,0,172103
VJC,IS_051,2023,0,3217
VJC,IS_052,2021,0,86692
VJC,IS_052,2022,0,-558787
VJC,IS_052,2023,0,371472
VJC,IS_060,2021,0,79659
VJC,IS_060,2022,0,-2261974
VJC,IS_060,2023,0,231413
VJC,IS_061,2021,0,74584
VJC,IS_061,2022,0,-2262499
VJC,IS_061,2023,0,230590
VJC,IS_062,2021,0,5074
VJC,IS_062,2022,0,524
VJC,IS_062,2023,0,822
VJC,IS_070,2021,0,139
VJC,IS_070,2022,0,-4177
VJC,IS_070,2023,0,426
VJC,IS_071,2021,0,139
VJC,IS_071,2022,0,-4177
VJC,IS_071,2023,0,426
VIC,IS_001,2021,0,125780761
VIC,IS_001,2022,0,101793581
VIC,IS_001,2023,0,161452750
VIC,IS_002,2021,0,92891
VIC,IS_002,2022,0,0
VIC,IS_002,2023,0,25182
VIC,IS_010,2021,0,125687870
VIC,IS_010,2022,0,101793581
VIC,IS_010,2023,0,161427568
VIC,IS_011,2021,0,91623165
VIC,IS_011,2022,0,87099749
VIC,IS_011,2023,0,137919092
VIC,IS_020,2021,0,34064705
VIC,IS_020,2022,0,14693831
VIC,IS_020,2023,0,23508476
VIC,IS_021,2021,0,16045903
VIC,IS_021,2022,0,33048100
VIC,IS_021,2023,0,20502485
VIC,IS_022,2021,0,11363667
VIC,IS_022,2022,0,14326299
VIC,IS_022,2023,0,22841357
VIC,IS_023,2021,0,10288893
VIC,IS_023,2022,0,10944221
VIC,IS_023,2023,0,17245870
VIC,IS_024,2021,0,-41668
VIC,IS_024,2022,0,-86524
VIC,IS_024,2023,0,-97825
VIC,IS_025,2021,0,6909908
VIC,IS_025,2022,0,9371096
VIC,IS_025,2023,0,12513906
VIC,IS_026,2021,0,24034459
VIC,IS_026,2022,0,15953648
VIC,IS_026,2023,0,13463255
VIC,IS_030,2021,0,7760906
VIC,IS_030,2022,0,8004363
VIC,IS_030,2023,0,-4905382
VIC,IS_031,2021,0,1164220
VIC,IS_031,2022,0,5809848
VIC,IS_031,2023,0,22132506
VIC,IS_032,2021,0,5778675
VIC,IS_032,2022,0,1058694
VIC,IS_032,2023,0,3457770
VIC,IS_040,2021,0,-4614455
VIC,IS_040,2022,0,4751154
VIC,IS_040,2023,0,18674735
VIC,IS_050,2021,0,3146451
VIC,IS_050,2022,0,12755517
VIC,IS_050,2023,0,13769352
VIC,IS_051,2021,0,9905355
VIC,IS_051,2022,0,11230924
VIC,IS_051,2023,0,11287235
VIC,IS_052,2021,0,799260
VIC,IS_052,2022,0,-519750
VIC,IS_052,2023,0,426056
VIC,IS_060,2021,0,-7558164
