ticker,yearReport,lengthReport,category,data
VCB,2017,2,Other expenses,-37415000000.0
VCB,2017,2,Net Other income/expenses,344856000000.0
VCB,2017,2,Total operating revenue,7298520000000.0
VCB,2017,2,Operating Profit before Provision,4119462000000.0
VCB,2017,2,Profit before tax,2517897000000.0
VCB,2017,2,Tax For the Year,-497067000000.0
VCB,2017,2,Business income tax - current,-498684000000.0
VCB,2017,2,Business income tax - deferred,1617000000.0
VCB,2017,2,Net Profit For the Year,2020830000000.0
VCB,2017,2,Attributable to parent company,2016293000000.0
VCB,2017,2,EPS_basis,561.0
VCB,2017,1,Minority Interest,0.0
VCB,2017,1,Dividends received,103141000000.0
VCB,2017,1,Provision for credit losses,-1400661000000.0
VCB,2017,1,Revenue YoY (%),0.2232205434608325
VCB,2017,1,Revenue (Bn. VND),10771959000000.0
VCB,2017,1,Attribute to parent company (Bn. VND),2206007000000.0
VCB,2017,1,Attribute to parent company YoY (%),0.20108009752347433
VCB,2017,1,General & Admin Expenses,-3149927000000.0
VCB,2017,1,Interest and Similar Income,10771959000000.0
VCB,2017,1,Interest and Similar Expenses,-5496150000000.0
VCB,2017,1,Net Interest Income,5275809000000.0
VCB,2017,1,Fees and Comission Income,1211327000000.0
VCB,2017,1,Fees and Comission Expenses,-561338000000.0
VCB,2017,1,Net Fee and Commission Income,649989000000.0
VCB,2017,1,Net gain (loss) from foreign currency and gold dealings,641691000000.0
VCB,2017,1,Net gain (loss) from trading of trading securities,104126000000.0
VCB,2017,1,Net gain (loss) from disposal of investment securities,-50320000000.0
VCB,2017,1,Net Other income/(expenses),597758000000.0
VCB,2017,1,Other expenses,-34703000000.0
VCB,2017,1,Net Other income/expenses,563055000000.0
VCB,2017,1,Total operating revenue,7287491000000.0
VCB,2017,1,Operating Profit before Provision,4137564000000.0
VCB,2017,1,Profit before tax,2736903000000.0
VCB,2017,1,Tax For the Year,-527258000000.0
VCB,2017,1,Business income tax - current,-527258000000.0
VCB,2017,1,Business income tax - deferred,0.0
VCB,2017,1,Net Profit For the Year,2209645000000.0
VCB,2017,1,Attributable to parent company,2206007000000.0
VCB,2017,1,EPS_basis,613.0
VCB,2016,4,Minority Interest,0.0
VCB,2016,4,Dividends received,19875000000.0
VCB,2016,4,Provision for credit losses,-1896832000000.0
VCB,2016,4,Revenue YoY (%),0.20409164183272382
VCB,2016,4,Revenue (Bn. VND),10245033000000.0
VCB,2016,4,Attribute to parent company (Bn. VND),1767842000000.0
VCB,2016,4,Attribute to parent company YoY (%),0.04654833141133262
VCB,2016,4,General & Admin Expenses,-2478081000000.0
VCB,2016,4,Interest and Similar Income,10245033000000.0
VCB,2016,4,Interest and Similar Expenses,-5361543000000.0
VCB,2016,4,Net Interest Income,4883490000000.0
VCB,2016,4,Fees and Comission Income,1237854000000.0
VCB,2016,4,Fees and Comission Expenses,-707950000000.0
VCB,2016,4,Net Fee and Commission Income,529904000000.0
VCB,2016,4,Net gain (loss) from foreign currency and gold dealings,283942000000.0
VCB,2016,4,Net gain (loss) from trading of trading securities,110683000000.0
VCB,2016,4,Net gain (loss) from disposal of investment securities,-44618000000.0
VCB,2016,4,Net Other income/(expenses),975481000000.0
VCB,2016,4,Other expenses,-192621000000.0
VCB,2016,4,Net Other income/expenses,782860000000.0
VCB,2016,4,Total operating revenue,6566136000000.0
VCB,2016,4,Operating Profit before Provision,4088055000000.0
VCB,2016,4,Profit before tax,2191223000000.0
VCB,2016,4,Tax For the Year,-416860000000.0
VCB,2016,4,Business income tax - current,-415800000000.0
VCB,2016,4,Business income tax - deferred,-1060000000.0
VCB,2016,4,Net Profit For the Year,1774363000000.0
VCB,2016,4,Attributable to parent company,1767842000000.0
VCB,2016,4,EPS_basis,491.0
VCB,2016,3,Minority Interest,0.0
VCB,2016,3,Dividends received,25886000000.0
VCB,2016,3,Provision for credit losses,-1510057000000.0
VCB,2016,3,Revenue YoY (%),0.1837414361558898
VCB,2016,3,Revenue (Bn. VND),9447193000000.0
VCB,2016,3,Attribute to parent company (Bn. VND),1636862000000.0
VCB,2016,3,Attribute to parent company YoY (%),0.39650290287215845
VCB,2016,3,General & Admin Expenses,-2503744000000.0
VCB,2016,3,Interest and Similar Income,9447193000000.0
VCB,2016,3,Interest and Similar Expenses,-4958701000000.0
VCB,2016,3,Net Interest Income,4488492000000.0
VCB,2016,3,Fees and Comission Income,1077573000000.0
VCB,2016,3,Fees and Comission Expenses,-556360000000.0
VCB,2016,3,Net Fee and Commission Income,521213000000.0
VCB,2016,3,Net gain (loss) from foreign currency and gold dealings,527947000000.0
VCB,2016,3,Net gain (loss) from trading of trading securities,203118000000.0
VCB,2016,3,Net gain (loss) from disposal of investment securities,-44316000000.0
VCB,2016,3,Net Other income/(expenses),395051000000.0
VCB,2016,3,Other expenses,-57071000000.0
VCB,2016,3,Net Other income/expenses,337980000000.0
VCB,2016,3,Total operating revenue,6060320000000.0
VCB,2016,3,Operating Profit before Provision,3556576000000.0
VCB,2016,3,Profit before tax,2046519000000.0
VCB,2016,3,Tax For the Year,-405008000000.0
VCB,2016,3,Business income tax - current,-405297000000.0
VCB,2016,3,Business income tax - deferred,289000000.0
VCB,2016,3,Net Profit For the Year,1641511000000.0
VCB,2016,3,Attributable to parent company,1636862000000.0
VCB,2016,3,EPS_basis,455.0
VCB,2016,2,Minority Interest,0.0
VCB,2016,2,Dividends received,15439000000.0
VCB,2016,2,Provision for credit losses,-1698322000000.0
VCB,2016,2,Revenue YoY (%),0.23267426265847602
VCB,2016,2,Revenue (Bn. VND),9227108000000.0
VCB,2016,2,Attribute to parent company (Bn. VND),1584358000000.0
VCB,2016,2,Attribute to parent company YoY (%),0.1992972373950852
VCB,2016,2,General & Admin Expenses,-2630525000000.0
VCB,2016,2,Interest and Similar Income,9227108000000.0
VCB,2016,2,Interest and Similar Expenses,-4602441000000.0
VCB,2016,2,Net Interest Income,4624667000000.0
VCB,2016,2,Fees and Comission Income,1042851000000.0
VCB,2016,2,Fees and Comission Expenses,-521684000000.0
VCB,2016,2,Net Fee and Commission Income,521167000000.0
VCB,2016,2,Net gain (loss) from foreign currency and gold dealings,474279000000.0
VCB,2016,2,Net gain (loss) from trading of trading securities,141513000000.0
VCB,2016,2,Net gain (loss) from disposal of investment securities,-111000000.0
VCB,2016,2,Net Other income/(expenses),587259000000.0
VCB,2016,2,Other expenses,-55202000000.0
VCB,2016,2,Net Other income/expenses,532057000000.0
VCB,2016,2,Total operating revenue,6309011000000.0
VCB,2016,2,Operating Profit before Provision,3678486000000.0
VCB,2016,2,Profit before tax,1980164000000.0
VCB,2016,2,Tax For the Year,-391982000000.0
VCB,2016,2,Business income tax - current,-391821000000.0
VCB,2016,2,Business income tax - deferred,-161000000.0
VCB,2016,2,Net Profit For the Year,1588182000000.0
VCB,2016,2,Attributable to parent company,1584358000000.0
VCB,2016,2,EPS_basis,595.0
VCB,2016,1,Minority Interest,0.0
VCB,2016,1,Dividends received,10524000000.0
VCB,2016,1,Provision for credit losses,-1305197000000.0
VCB,2016,1,Revenue YoY (%),0.19228923218480193
VCB,2016,1,Revenue (Bn. VND),8806228000000.0
VCB,2016,1,Attribute to parent company (Bn. VND),1836686000000.0
VCB,2016,1,Attribute to parent company YoY (%),0.6231895072949964
VCB,2016,1,General & Admin Expenses,-2367354000000.0
VCB,2016,1,Interest and Similar Income,8806228000000.0
VCB,2016,1,Interest and Similar Expenses,-4273463000000.0
VCB,2016,1,Net Interest Income,4532765000000.0
VCB,2016,1,Fees and Comission Income,954874000000.0
VCB,2016,1,Fees and Comission Expenses,-415905000000.0
VCB,2016,1,Net Fee and Commission Income,538969000000.0
VCB,2016,1,Net gain (loss) from foreign currency and gold dealings,563949000000.0
VCB,2016,1,Net gain (loss) from trading of trading securities,40454000000.0
VCB,2016,1,Net gain (loss) from disposal of investment securities,-371000000.0
VCB,2016,1,Net Other income/(expenses),357105000000.0
VCB,2016,1,Other expenses,-71433000000.0
VCB,2016,1,Net Other income/expenses,285672000000.0
VCB,2016,1,Total operating revenue,5971962000000.0
VCB,2016,1,Operating Profit before Provision,3604608000000.0
VCB,2016,1,Profit before tax,2299411000000.0
VCB,2016,1,Tax For the Year,-458429000000.0
VCB,2016,1,Business income tax - current,-459361000000.0
VCB,2016,1,Business income tax - deferred,932000000.0
VCB,2016,1,Net Profit For the Year,1840982000000.0
VCB,2016,1,Attributable to parent company,1836686000000.0
VCB,2016,1,EPS_basis,689.0
VCB,2015,4,Minority Interest,166878000000.0
VCB,2015,4,Dividends received,-8341000000.0
VCB,2015,4,Provision for credit losses,-1350701000000.0
VCB,2015,4,Revenue YoY (%),0.16465542635192032
VCB,2015,4,Revenue (Bn. VND),8508516000000.0
VCB,2015,4,Attribute to parent company (Bn. VND),1689212000000.0
VCB,2015,4,Attribute to parent company YoY (%),0.27932032614408686
VCB,2015,4,General & Admin Expenses,-2354208000000.0
VCB,2015,4,Interest and Similar Income,8508516000000.0
VCB,2015,4,Interest and Similar Expenses,-4071252000000.0
VCB,2015,4,Net Interest Income,4437264000000.0
VCB,2015,4,Fees and Comission Income,1027857000000.0
VCB,2015,4,Fees and Comission Expenses,-549023000000.0
VCB,2015,4,Net Fee and Commission Income,478834000000.0
VCB,2015,4,Net gain (loss) from foreign currency and gold dealings,44073000000.0
VCB,2015,4,Net gain (loss) from trading of trading securities,39723000000.0
VCB,2015,4,Net gain (loss) from disposal of investment securities,116000000.0
VCB,2015,4,Net Other income/(expenses),1036913000000.0
VCB,2015,4,Other expenses,-144788000000.0
VCB,2015,4,Net Other income/expenses,892125000000.0
VCB,2015,4,Total operating revenue,5883794000000.0
VCB,2015,4,Operating Profit before Provision,3529586000000.0
VCB,2015,4,Profit before tax,2178885000000.0
VCB,2015,4,Tax For the Year,-481866000000.0
VCB,2015,4,Business income tax - current,-481576000000.0
VCB,2015,4,Business income tax - deferred,-290000000.0
VCB,2015,4,Net Profit For the Year,1697019000000.0
VCB,2015,4,Attributable to parent company,1689212000000.0
VCB,2015,4,EPS_basis,634.0
VCB,2015,3,Minority Interest,157916000000.0
VCB,2015,3,Dividends received,49044000000.0
VCB,2015,3,Provision for credit losses,-1370994000000.0
VCB,2015,3,Revenue YoY (%),0.13148558406232252
VCB,2015,3,Revenue (Bn. VND),7980791000000.0
VCB,2015,3,Attribute to parent company (Bn. VND),1172115000000.0
VCB,2015,3,Attribute to parent company YoY (%),0.12836925245170003
VCB,2015,3,General & Admin Expenses,-2704983000000.0
VCB,2015,3,Interest and Similar Income,7980791000000.0
VCB,2015,3,Interest and Similar Expenses,-4030125000000.0
VCB,2015,3,Net Interest Income,3950666000000.0
VCB,2015,3,Fees and Comission Income,852950000000.0
VCB,2015,3,Fees and Comission Expenses,-411606000000.0
VCB,2015,3,Net Fee and Commission Income,441344000000.0
VCB,2015,3,Net gain (loss) from foreign currency and gold dealings,648746000000.0
VCB,2015,3,Net gain (loss) from trading of trading securities,23900000000.0
VCB,2015,3,Net gain (loss) from disposal of investment securities,57645000000.0
VCB,2015,3,Net Other income/(expenses),475310000000.0
VCB,2015,3,Other expenses,-72891000000.0
VCB,2015,3,Net Other income/expenses,402419000000.0
VCB,2015,3,Total operating revenue,5573764000000.0
VCB,2015,3,Operating Profit before Provision,2868781000000.0
VCB,2015,3,Profit before tax,1497787000000.0
VCB,2015,3,Tax For the Year,-322025000000.0
VCB,2015,3,Business income tax - current,-322025000000.0
VCB,2015,3,Business income tax - deferred,0.0
VCB,2015,3,Net Profit For the Year,1175762000000.0
VCB,2015,3,Attributable to parent company,1172115000000.0
VCB,2015,3,EPS_basis,440.0
VCB,2015,2,Minority Interest,0.0
VCB,2015,2,Dividends received,7202000000.0
VCB,2015,2,Provision for credit losses,-1829132000000.0
VCB,2015,2,Revenue YoY (%),0.08041933111171155
VCB,2015,2,Revenue (Bn. VND),7485439000000.0
VCB,2015,2,Attribute to parent company (Bn. VND),1321072000000.0
VCB,2015,2,Attribute to parent company YoY (%),0.24989427095209127
VCB,2015,2,General & Admin Expenses,-1580040000000.0
VCB,2015,2,Interest and Similar Income,7485439000000.0
VCB,2015,2,Interest and Similar Expenses,-3916608000000.0
VCB,2015,2,Net Interest Income,3568831000000.0
VCB,2015,2,Fees and Comission Income,992196000000.0
VCB,2015,2,Fees and Comission Expenses,-377303000000.0
VCB,2015,2,Net Fee and Commission Income,614893000000.0
VCB,2015,2,Net gain (loss) from foreign currency and gold dealings,408545000000.0
VCB,2015,2,Net gain (loss) from trading of trading securities,37584000000.0
VCB,2015,2,Net gain (loss) from disposal of investment securities,50770000000.0
VCB,2015,2,Net Other income/(expenses),424368000000.0
VCB,2015,2,Other expenses,-8008000000.0
VCB,2015,2,Net Other income/expenses,416360000000.0
VCB,2015,2,Total operating revenue,5104185000000.0
VCB,2015,2,Operating Profit before Provision,3524145000000.0
VCB,2015,2,Profit before tax,1695013000000.0
VCB,2015,2,Tax For the Year,-370339000000.0
VCB,2015,2,Business income tax - current,-370339000000.0
VCB,2015,2,Business income tax - deferred,0.0
VCB,2015,2,Net Profit For the Year,1324674000000.0
VCB,2015,2,Attributable to parent company,1321072000000.0
VCB,2015,2,EPS_basis,496.0
VCB,2015,1,Minority Interest,151020000000.0
VCB,2015,1,Dividends received,530000000.0
VCB,2015,1,Provision for credit losses,-1517264000000.0
VCB,2015,1,Revenue YoY (%),0.1021344989186045
VCB,2015,1,Revenue (Bn. VND),7385983000000.0
VCB,2015,1,Attribute to parent company (Bn. VND),1131529000000.0
VCB,2015,1,Attribute to parent company YoY (%),-0.029534334221010063
VCB,2015,1,General & Admin Expenses,-1667018000000.0
VCB,2015,1,Interest and Similar Income,7385983000000.0
VCB,2015,1,Interest and Similar Expenses,-3889712000000.0
VCB,2015,1,Net Interest Income,3496271000000.0
VCB,2015,1,Fees and Comission Income,684301000000.0
VCB,2015,1,Fees and Comission Expenses,-346724000000.0
VCB,2015,1,Net Fee and Commission Income,337577000000.0
VCB,2015,1,Net gain (loss) from foreign currency and gold dealings,471210000000.0
VCB,2015,1,Net gain (loss) from trading of trading securities,96268000000.0
VCB,2015,1,Net gain (loss) from disposal of investment securities,43823000000.0
VCB,2015,1,Net Other income/(expenses),203959000000.0
VCB,2015,1,Other expenses,-9584000000.0
VCB,2015,1,Net Other income/expenses,194375000000.0
VCB,2015,1,Total operating revenue,4640054000000.0
VCB,2015,1,Operating Profit before Provision,2973036000000.0
VCB,2015,1,Profit before tax,1455772000000.0
VCB,2015,1,Tax For the Year,-321160000000.0
VCB,2015,1,Business income tax - current,-321160000000.0
VCB,2015,1,Business income tax - deferred,0.0
VCB,2015,1,Net Profit For the Year,1134612000000.0
VCB,2015,1,Attributable to parent company,1131529000000.0
VCB,2015,1,EPS_basis,425.0
VCB,2014,4,Minority Interest,147847000000.0
VCB,2014,4,Dividends received,138365000000.0
VCB,2014,4,Provision for credit losses,-1058881000000.0
VCB,2014,4,Revenue YoY (%),0.07956205199317413
VCB,2014,4,Revenue (Bn. VND),7305608000000.0
VCB,2014,4,Attribute to parent company (Bn. VND),1320398000000.0
VCB,2014,4,Attribute to parent company YoY (%),-0.011457645492782073
VCB,2014,4,General & Admin Expenses,-2170804000000.0
VCB,2014,4,Interest and Similar Income,7305608000000.0
VCB,2014,4,Interest and Similar Expenses,-4047919000000.0
VCB,2014,4,Net Interest Income,3257689000000.0
VCB,2014,4,Fees and Comission Income,885626000000.0
VCB,2014,4,Fees and Comission Expenses,-445676000000.0
VCB,2014,4,Net Fee and Commission Income,439950000000.0
VCB,2014,4,Net gain (loss) from foreign currency and gold dealings,268856000000.0
VCB,2014,4,Net gain (loss) from trading of trading securities,56721000000.0
VCB,2014,4,Net gain (loss) from disposal of investment securities,-19071000000.0
VCB,2014,4,Net Other income/(expenses),870941000000.0
VCB,2014,4,Other expenses,-88015000000.0
VCB,2014,4,Net Other income/expenses,782926000000.0
VCB,2014,4,Total operating revenue,4925436000000.0
VCB,2014,4,Operating Profit before Provision,2754632000000.0
VCB,2014,4,Profit before tax,1695751000000.0
VCB,2014,4,Tax For the Year,-366078000000.0
VCB,2014,4,Business income tax - current,-365452000000.0
VCB,2014,4,Business income tax - deferred,-626000000.0
VCB,2014,4,Net Profit For the Year,1329673000000.0
VCB,2014,4,Attributable to parent company,1320398000000.0
VCB,2014,4,EPS_basis,539.0
VCB,2014,3,Minority Interest,138578000000.0
VCB,2014,3,Dividends received,11105000000.0
VCB,2014,3,Provision for credit losses,-1104961000000.0
VCB,2014,3,Revenue YoY (%),0.011872408406947105
VCB,2014,3,Revenue (Bn. VND),7053374000000.0
VCB,2014,3,Attribute to parent company (Bn. VND),1038769000000.0
VCB,2014,3,Attribute to parent company YoY (%),-0.001079919837829313
VCB,2014,3,General & Admin Expenses,-1594616000000.0
VCB,2014,3,Interest and Similar Income,7053374000000.0
VCB,2014,3,Interest and Similar Expenses,-4107903000000.0
VCB,2014,3,Net Interest Income,2945471000000.0
VCB,2014,3,Fees and Comission Income,779883000000.0
VCB,2014,3,Fees and Comission Expenses,-337836000000.0
VCB,2014,3,Net Fee and Commission Income,442047000000.0
VCB,2014,3,Net gain (loss) from foreign currency and gold dealings,277827000000.0
VCB,2014,3,Net gain (loss) from trading of trading securities,70182000000.0
VCB,2014,3,Net gain (loss) from disposal of investment securities,48448000000.0
VCB,2014,3,Net Other income/(expenses),277490000000.0
VCB,2014,3,Other expenses,-39743000000.0
VCB,2014,3,Net Other income/expenses,237747000000.0
VCB,2014,3,Total operating revenue,4032827000000.0
VCB,2014,3,Operating Profit before Provision,2438211000000.0
VCB,2014,3,Profit before tax,1333250000000.0
VCB,2014,3,Tax For the Year,-291470000000.0
VCB,2014,3,Business income tax - current,-291470000000.0
VCB,2014,3,Business income tax - deferred,0.0
VCB,2014,3,Net Profit For the Year,1041780000000.0
VCB,2014,3,Attributable to parent company,1038769000000.0
VCB,2014,3,EPS_basis,433.0
VCB,2014,2,Minority Interest,0.0
VCB,2014,2,Dividends received,60597000000.0
VCB,2014,2,Provision for credit losses,-1209801000000.0
VCB,2014,2,Revenue YoY (%),-0.03643624470776988
VCB,2014,2,Revenue (Bn. VND),6928272000000.0
VCB,2014,2,Attribute to parent company (Bn. VND),1056947000000.0
VCB,2014,2,Attribute to parent company YoY (%),0.22375169909713394
VCB,2014,2,General & Admin Expenses,-1640098000000.0
VCB,2014,2,Interest and Similar Income,6928272000000.0
VCB,2014,2,Interest and Similar Expenses,-4121869000000.0
VCB,2014,2,Net Interest Income,2806403000000.0
VCB,2014,2,Fees and Comission Income,756842000000.0
VCB,2014,2,Fees and Comission Expenses,-321314000000.0
VCB,2014,2,Net Fee and Commission Income,435528000000.0
VCB,2014,2,Net gain (loss) from foreign currency and gold dealings,355921000000.0
VCB,2014,2,Net gain (loss) from trading of trading securities,6111000000.0
VCB,2014,2,Net gain (loss) from disposal of investment securities,4849000000.0
VCB,2014,2,Net Other income/(expenses),544043000000.0
VCB,2014,2,Other expenses,-17892000000.0
VCB,2014,2,Net Other income/expenses,526151000000.0
VCB,2014,2,Total operating revenue,4195560000000.0
VCB,2014,2,Operating Profit before Provision,2555462000000.0
VCB,2014,2,Profit before tax,1345661000000.0
VCB,2014,2,Tax For the Year,-285691000000.0
VCB,2014,2,Business income tax - current,-285678000000.0
VCB,2014,2,Business income tax - deferred,-13000000.0
VCB,2014,2,Net Profit For the Year,1059970000000.0
VCB,2014,2,Attributable to parent company,1056947000000.0
VCB,2014,2,EPS_basis,456.0
VCB,2014,1,Minority Interest,153340000000.0
VCB,2014,1,Dividends received,-346000000.0
VCB,2014,1,Provision for credit losses,-1198236000000.0
VCB,2014,1,Revenue YoY (%),-0.09202297553003622
VCB,2014,1,Revenue (Bn. VND),6701526000000.0
VCB,2014,1,Attribute to parent company (Bn. VND),1165965000000.0
VCB,2014,1,Attribute to parent company YoY (%),0.04810459067410609
VCB,2014,1,General & Admin Expenses,-1419875000000.0
VCB,2014,1,Interest and Similar Income,6701526000000.0
VCB,2014,1,Interest and Similar Expenses,-3935907000000.0
VCB,2014,1,Net Interest Income,2765619000000.0
VCB,2014,1,Fees and Comission Income,735997000000.0
VCB,2014,1,Fees and Comission Expenses,-311766000000.0
VCB,2014,1,Net Fee and Commission Income,424231000000.0
VCB,2014,1,Net gain (loss) from foreign currency and gold dealings,442475000000.0
VCB,2014,1,Net gain (loss) from trading of trading securities,66110000000.0
VCB,2014,1,Net gain (loss) from disposal of investment securities,179895000000.0
VCB,2014,1,Net Other income/(expenses),254909000000.0
VCB,2014,1,Other expenses,-14133000000.0
VCB,2014,1,Net Other income/expenses,240776000000.0
VCB,2014,1,Total operating revenue,4118760000000.0
VCB,2014,1,Operating Profit before Provision,2698885000000.0
VCB,2014,1,Profit before tax,1500649000000.0
VCB,2014,1,Tax For the Year,-330797000000.0
VCB,2014,1,Business income tax - current,-330797000000.0
VCB,2014,1,Business income tax - deferred,0.0
VCB,2014,1,Net Profit For the Year,1169852000000.0
VCB,2014,1,Attributable to parent company,1165965000000.0
VCB,2014,1,EPS_basis,503.0
VCB,2013,4,Minority Interest,149576000000.0
VCB,2013,4,Dividends received,384293000000.0
VCB,2013,4,Provision for credit losses,-499367000000.0
VCB,2013,4,Revenue YoY (%),0.0
VCB,2013,4,Revenue (Bn. VND),6767196000000.0
VCB,2013,4,Attribute to parent company (Bn. VND),1335702000000.0
VCB,2013,4,Attribute to parent company YoY (%),0.0
VCB,2013,4,General & Admin Expenses,-2025996000000.0
VCB,2013,4,Interest and Similar Income,6767196000000.0
VCB,2013,4,Interest and Similar Expenses,-4031753000000.0
VCB,2013,4,Net Interest Income,2735443000000.0
VCB,2013,4,Fees and Comission Income,790864000000.0
VCB,2013,4,Fees and Comission Expenses,-358898000000.0
VCB,2013,4,Net Fee and Commission Income,431966000000.0
VCB,2013,4,Net gain (loss) from foreign currency and gold dealings,150566000000.0
VCB,2013,4,Net gain (loss) from trading of trading securities,7086000000.0
VCB,2013,4,Net gain (loss) from disposal of investment securities,61136000000.0
VCB,2013,4,Net Other income/(expenses),522640000000.0
VCB,2013,4,Other expenses,-15095000000.0
VCB,2013,4,Net Other income/expenses,507545000000.0
VCB,2013,4,Total operating revenue,4278035000000.0
VCB,2013,4,Operating Profit before Provision,2252039000000.0
VCB,2013,4,Profit before tax,1752672000000.0
VCB,2013,4,Tax For the Year,-408938000000.0
VCB,2013,4,Business income tax - current,-408558000000.0
VCB,2013,4,Business income tax - deferred,-380000000.0
VCB,2013,4,Net Profit For the Year,1343734000000.0
VCB,2013,4,Attributable to parent company,1335702000000.0
VCB,2013,4,EPS_basis,576.0
VCB,2013,3,Minority Interest,146434000000.0
VCB,2013,3,Dividends received,4086000000.0
VCB,2013,3,Provision for credit losses,-1070764000000.0
VCB,2013,3,Revenue YoY (%),0.0
VCB,2013,3,Revenue (Bn. VND),6970616000000.0
VCB,2013,3,Attribute to parent company (Bn. VND),1039892000000.0
VCB,2013,3,Attribute to parent company YoY (%),0.0
VCB,2013,3,General & Admin Expenses,-1574764000000.0
VCB,2013,3,Interest and Similar Income,6970616000000.0
VCB,2013,3,Interest and Similar Expenses,-4057026000000.0
VCB,2013,3,Net Interest Income,2913590000000.0
VCB,2013,3,Fees and Comission Income,678351000000.0
VCB,2013,3,Fees and Comission Expenses,-269899000000.0
VCB,2013,3,Net Fee and Commission Income,408452000000.0
VCB,2013,3,Net gain (loss) from foreign currency and gold dealings,420667000000.0
VCB,2013,3,Net gain (loss) from trading of trading securities,1646000000.0
VCB,2013,3,Net gain (loss) from disposal of investment securities,6257000000.0
VCB,2013,3,Net Other income/(expenses),296321000000.0
VCB,2013,3,Other expenses,-17017000000.0
VCB,2013,3,Net Other income/expenses,279304000000.0
VCB,2013,3,Total operating revenue,4034002000000.0
VCB,2013,3,Operating Profit before Provision,2459238000000.0
VCB,2013,3,Profit before tax,1388474000000.0
VCB,2013,3,Tax For the Year,-345375000000.0
VCB,2013,3,Business income tax - current,-345375000000.0
VCB,2013,3,Business income tax - deferred,0.0
VCB,2013,3,Net Profit For the Year,1043099000000.0
VCB,2013,3,Attributable to parent company,1039892000000.0
VCB,2013,3,EPS_basis,449.0
VCB,2013,2,Minority Interest,0.0
VCB,2013,2,Dividends received,93552000000.0
VCB,2013,2,Provision for credit losses,-1166802000000.0
VCB,2013,2,Revenue YoY (%),0.0
VCB,2013,2,Revenue (Bn. VND),7190258000000.0
VCB,2013,2,Attribute to parent company (Bn. VND),863694000000.0
VCB,2013,2,Attribute to parent company YoY (%),0.0
VCB,2013,2,General & Admin Expenses,-1280166000000.0
VCB,2013,2,Interest and Similar Income,7190258000000.0
VCB,2013,2,Interest and Similar Expenses,-4637657000000.0
VCB,2013,2,Net Interest Income,2552601000000.0
VCB,2013,2,Fees and Comission Income,668821000000.0
VCB,2013,2,Fees and Comission Expenses,-280824000000.0
VCB,2013,2,Net Fee and Commission Income,387997000000.0
VCB,2013,2,Net gain (loss) from foreign currency and gold dealings,378028000000.0
VCB,2013,2,Net gain (loss) from trading of trading securities,6961000000.0
VCB,2013,2,Net gain (loss) from disposal of investment securities,37783000000.0
VCB,2013,2,Net Other income/(expenses),162565000000.0
VCB,2013,2,Other expenses,-34657000000.0
VCB,2013,2,Net Other income/expenses,127908000000.0
VCB,2013,2,Total operating revenue,3584830000000.0
VCB,2013,2,Operating Profit before Provision,2304664000000.0
VCB,2013,2,Profit before tax,1137862000000.0
VCB,2013,2,Tax For the Year,-270643000000.0
VCB,2013,2,Business income tax - current,-270643000000.0
VCB,2013,2,Business income tax - deferred,0.0
VCB,2013,2,Net Profit For the Year,867219000000.0
VCB,2013,2,Attributable to parent company,863694000000.0
VCB,2013,2,EPS_basis,374.0
VCB,2013,1,Minority Interest,156684000000.0
VCB,2013,1,Dividends received,79873000000.0
VCB,2013,1,Provision for credit losses,-807607000000.0
VCB,2013,1,Revenue YoY (%),0.0
VCB,2013,1,Revenue (Bn. VND),7380722000000.0
VCB,2013,1,Attribute to parent company (Bn. VND),1112451000000.0
VCB,2013,1,Attribute to parent company YoY (%),0.0
VCB,2013,1,General & Admin Expenses,-1332765000000.0
VCB,2013,1,Interest and Similar Income,7380722000000.0
VCB,2013,1,Interest and Similar Expenses,-4789856000000.0
VCB,2013,1,Net Interest Income,2590866000000.0
VCB,2013,1,Fees and Comission Income,616016000000.0
VCB,2013,1,Fees and Comission Expenses,-233497000000.0
VCB,2013,1,Net Fee and Commission Income,382519000000.0
VCB,2013,1,Net gain (loss) from foreign currency and gold dealings,476394000000.0
VCB,2013,1,Net gain (loss) from trading of trading securities,6479000000.0
VCB,2013,1,Net gain (loss) from disposal of investment securities,50953000000.0
VCB,2013,1,Net Other income/(expenses),45104000000.0
VCB,2013,1,Other expenses,-26525000000.0
VCB,2013,1,Net Other income/expenses,18579000000.0
VCB,2013,1,Total operating revenue,3605663000000.0
VCB,2013,1,Operating Profit before Provision,2272898000000.0
VCB,2013,1,Profit before tax,1465291000000.0
VCB,2013,1,Tax For the Year,-348070000000.0
VCB,2013,1,Business income tax - current,-348070000000.0
VCB,2013,1,Business income tax - deferred,0.0
VCB,2013,1,Net Profit For the Year,1117221000000.0
VCB,2013,1,Attributable to parent company,1112451000000.0
VCB,2013,1,EPS_basis,482.0
VNM,2024,2,Minority Interest,0.0
VNM,2024,2,Net Profit/Loss before tax,3308642928230.0
VNM,2024,2,Provision for credit losses,2975914691.0
VNM,2024,2,Revenue YoY (%),0.09546487994054881
VNM,2024,2,Revenue (Bn. VND),16665240843085.0
VNM,2024,2,Attribute to parent company (Bn. VND),2670475017284.0
VNM,2024,2,Attribute to parent company YoY (%),0.21450856537150517
VNM,2024,2,Financial Income,373183676511.0
VNM,2024,2,Interest Expenses,-64294446778.0
VNM,2024,2,Net Sales,16655787772473.0
VNM,2024,2,Gross Profit,7067518779284.0
