industry,year,quarter,data_mean_BS_100,data_mean_BS_101,data_mean_BS_110,data_mean_BS_111,data_mean_BS_112,data_mean_BS_113,data_mean_BS_114,data_mean_BS_115,data_mean_BS_116,data_mean_BS_117,data_mean_BS_119,data_mean_BS_120,data_mean_BS_121,data_mean_BS_122,data_mean_BS_123,data_mean_BS_124,data_mean_BS_125,data_mean_BS_126,data_mean_BS_127,data_mean_BS_128,data_mean_BS_129,data_mean_BS_130,data_mean_BS_131,data_mean_BS_132,data_mean_BS_133,data_mean_BS_134,data_mean_BS_140,data_mean_BS_141,data_mean_BS_142,data_mean_BS_142.1,data_mean_BS_142.2,data_mean_BS_145,data_mean_BS_146,data_mean_BS_147,data_mean_BS_148,data_mean_BS_149,data_mean_BS_150,data_mean_BS_151,data_mean_BS_152,data_mean_BS_153,data_mean_BS_160,data_mean_BS_161,data_mean_BS_162,data_mean_BS_170,data_mean_BS_171,data_mean_BS_172,data_mean_BS_173,data_mean_BS_174,data_mean_BS_175,data_mean_BS_176,data_mean_BS_177,data_mean_BS_178,data_mean_BS_179,data_mean_BS_200,data_mean_BS_210,data_mean_BS_211,data_mean_BS_212,data_mean_BS_213,data_mean_BS_214,data_mean_BS_215,data_mean_BS_216,data_mean_BS_217,data_mean_BS_220,data_mean_BS_221,data_mean_BS_222,data_mean_BS_223,data_mean_BS_224,data_mean_BS_225,data_mean_BS_226,data_mean_BS_227,data_mean_BS_228,data_mean_BS_229,data_mean_BS_230,data_mean_BS_231,data_mean_BS_232,data_mean_BS_240,data_mean_BS_241,data_mean_BS_242,data_mean_BS_250,data_mean_BS_251,data_mean_BS_252,data_mean_BS_252.1,data_mean_BS_252.2,data_mean_BS_253,data_mean_BS_254,data_mean_BS_255,data_mean_BS_260,data_mean_BS_261,data_mean_BS_262,data_mean_BS_263,data_mean_BS_264,data_mean_BS_265,data_mean_BS_266,data_mean_BS_267,data_mean_BS_268,data_mean_BS_269,data_mean_BS_269.1,data_mean_BS_270,data_mean_BS_300,data_mean_BS_301,data_mean_BS_302,data_mean_BS_303,data_mean_BS_304,data_mean_BS_305,data_mean_BS_306,data_mean_BS_307,data_mean_BS_308,data_mean_BS_310,data_mean_BS_311,data_mean_BS_312,data_mean_BS_313,data_mean_BS_314,data_mean_BS_315,data_mean_BS_316,data_mean_BS_317,data_mean_BS_318,data_mean_BS_319,data_mean_BS_320,data_mean_BS_321,data_mean_BS_322,data_mean_BS_323,data_mean_BS_324,data_mean_BS_325,data_mean_BS_326,data_mean_BS_327,data_mean_BS_328,data_mean_BS_329,data_mean_BS_330,data_mean_BS_331,data_mean_BS_331.1,data_mean_BS_332,data_mean_BS_333,data_mean_BS_340,data_mean_BS_341,data_mean_BS_342,data_mean_BS_343,data_mean_BS_344,data_mean_BS_345,data_mean_BS_346,data_mean_BS_347,data_mean_BS_348,data_mean_BS_349,data_mean_BS_350,data_mean_BS_351,data_mean_BS_352,data_mean_BS_353,data_mean_BS_354,data_mean_BS_355,data_mean_BS_356,data_mean_BS_357,data_mean_BS_358,data_mean_BS_359,data_mean_BS_400,data_mean_BS_410,data_mean_BS_411,data_mean_BS_412,data_mean_BS_413,data_mean_BS_414,data_mean_BS_415,data_mean_BS_416,data_mean_BS_417,data_mean_BS_418,data_mean_BS_419,data_mean_BS_420,data_mean_BS_421,data_mean_BS_422,data_mean_BS_423,data_mean_BS_424,data_mean_BS_425,data_mean_BS_426,data_mean_BS_427,data_mean_BS_430,data_mean_BS_431,data_mean_BS_432,data_mean_BS_433,data_mean_BS_434,data_mean_BS_435,data_mean_BS_436,data_mean_BS_437,data_mean_BS_438,data_mean_BS_439,data_mean_BS_440,data_mean_CF_001,data_mean_CF_002,data_mean_CF_003,data_mean_CF_004,data_mean_CF_005,data_mean_CF_006,data_mean_CF_007,data_mean_CF_008,data_mean_CF_009,data_mean_CF_010,data_mean_CF_011,data_mean_CF_012,data_mean_CF_020,data_mean_CF_021,data_mean_CF_022,data_mean_CF_023,data_mean_CF_024,data_mean_CF_025,data_mean_CF_026,data_mean_CF_027,data_mean_CF_028,data_mean_CF_029,data_mean_CF_030,data_mean_CF_031,data_mean_CF_032,data_mean_CF_033,data_mean_CF_034,data_mean_CF_035,data_mean_CF_036,data_mean_CF_037,data_mean_CF_038,data_mean_CF_039,data_mean_CF_040,data_mean_CF_041,data_mean_CF_042,data_mean_CF_043,data_mean_CF_050,data_mean_CF_051,data_mean_CF_052,data_mean_CF_053,data_mean_CF_054,data_mean_CF_055,data_mean_CF_056,data_mean_CF_057,data_mean_CF_058,data_mean_CF_059,data_mean_CF_060,data_mean_CF_061,data_mean_CF_070,data_mean_CF_071,data_mean_CF_072,data_mean_CF_073,data_mean_CF_074,data_mean_CF_075,data_mean_CF_076,data_mean_CF_077,data_mean_CF_078,data_mean_CF_079,data_mean_CF_080,data_mean_CF_081,data_mean_CF_090,data_mean_CF_100,data_mean_CF_110,data_mean_CF_120,data_mean_CF_130,data_mean_CF_200,data_mean_CF_201,data_mean_CF_202,data_mean_CF_203,data_mean_CF_204,data_mean_CF_205,data_mean_CF_206,data_mean_CF_207,data_mean_CF_210,data_mean_CF_211,data_mean_CF_212,data_mean_CF_213,data_mean_CF_220,data_mean_IS_001,data_mean_IS_002,data_mean_IS_003,data_mean_IS_004,data_mean_IS_005,data_mean_IS_006,data_mean_IS_008,data_mean_IS_009,data_mean_IS_010,data_mean_IS_011,data_mean_IS_012,data_mean_IS_013,data_mean_IS_014,data_mean_IS_015,data_mean_IS_016,data_mean_IS_020,data_mean_IS_021,data_mean_IS_022,data_mean_IS_023,data_mean_IS_024,data_mean_IS_026,data_mean_IS_027,data_mean_IS_028,data_mean_IS_029,data_mean_IS_030.1,data_mean_IS_030.2,data_mean_IS_031,data_mean_IS_032,data_mean_IS_033,data_mean_IS_034,data_mean_IS_035,data_mean_IS_036,data_mean_IS_040,data_mean_IS_041,data_mean_IS_042,data_mean_IS_043,data_mean_IS_044,data_mean_IS_045,data_mean_IS_046,data_mean_IS_047,data_mean_IS_048,data_mean_IS_049,data_mean_IS_050,data_mean_IS_051,data_mean_IS_052,data_mean_IS_053,data_mean_IS_054,data_mean_IS_055,data_mean_IS_056,data_mean_IS_057,data_mean_IS_058,data_mean_IS_060,data_mean_IS_061,data_mean_IS_062,data_mean_IS_063,data_mean_IS_070,data_mean_IS_080,data_mean_IS_081,data_mean_IS_082,data_mean_IS_090,data_mean_IS_091,data_mean_IS_092,data_mean_IS_100,data_mean_IS_101,data_mean_IS_102,data_mean_IS_103,data_mean_IS_104,data_mean_IS_110,data_mean_IS_111,data_mean_IS_120,data_mean_IS_130,data_mean_IS_140,data_sum_BS_100,data_sum_BS_101,data_sum_BS_110,data_sum_BS_111,data_sum_BS_112,data_sum_BS_113,data_sum_BS_114,data_sum_BS_115,data_sum_BS_116,data_sum_BS_117,data_sum_BS_119,data_sum_BS_120,data_sum_BS_121,data_sum_BS_122,data_sum_BS_123,data_sum_BS_124,data_sum_BS_125,data_sum_BS_126,data_sum_BS_127,data_sum_BS_128,data_sum_BS_129,data_sum_BS_130,data_sum_BS_131,data_sum_BS_132,data_sum_BS_133,data_sum_BS_134,data_sum_BS_140,data_sum_BS_141,data_sum_BS_142,data_sum_BS_142.1,data_sum_BS_142.2,data_sum_BS_145,data_sum_BS_146,data_sum_BS_147,data_sum_BS_148,data_sum_BS_149,data_sum_BS_150,data_sum_BS_151,data_sum_BS_152,data_sum_BS_153,data_sum_BS_160,data_sum_BS_161,data_sum_BS_162,data_sum_BS_170,data_sum_BS_171,data_sum_BS_172,data_sum_BS_173,data_sum_BS_174,data_sum_BS_175,data_sum_BS_176,data_sum_BS_177,data_sum_BS_178,data_sum_BS_179,data_sum_BS_200,data_sum_BS_210,data_sum_BS_211,data_sum_BS_212,data_sum_BS_213,data_sum_BS_214,data_sum_BS_215,data_sum_BS_216,data_sum_BS_217,data_sum_BS_220,data_sum_BS_221,data_sum_BS_222,data_sum_BS_223,data_sum_BS_224,data_sum_BS_225,data_sum_BS_226,data_sum_BS_227,data_sum_BS_228,data_sum_BS_229,data_sum_BS_230,data_sum_BS_231,data_sum_BS_232,data_sum_BS_240,data_sum_BS_241,data_sum_BS_242,data_sum_BS_250,data_sum_BS_251,data_sum_BS_252,data_sum_BS_252.1,data_sum_BS_252.2,data_sum_BS_253,data_sum_BS_254,data_sum_BS_255,data_sum_BS_260,data_sum_BS_261,data_sum_BS_262,data_sum_BS_263,data_sum_BS_264,data_sum_BS_265,data_sum_BS_266,data_sum_BS_267,data_sum_BS_268,data_sum_BS_269,data_sum_BS_269.1,data_sum_BS_270,data_sum_BS_300,data_sum_BS_301,data_sum_BS_302,data_sum_BS_303,data_sum_BS_304,data_sum_BS_305,data_sum_BS_306,data_sum_BS_307,data_sum_BS_308,data_sum_BS_310,data_sum_BS_311,data_sum_BS_312,data_sum_BS_313,data_sum_BS_314,data_sum_BS_315,data_sum_BS_316,data_sum_BS_317,data_sum_BS_318,data_sum_BS_319,data_sum_BS_320,data_sum_BS_321,data_sum_BS_322,data_sum_BS_323,data_sum_BS_324,data_sum_BS_325,data_sum_BS_326,data_sum_BS_327,data_sum_BS_328,data_sum_BS_329,data_sum_BS_330,data_sum_BS_331,data_sum_BS_331.1,data_sum_BS_332,data_sum_BS_333,data_sum_BS_340,data_sum_BS_341,data_sum_BS_342,data_sum_BS_343,data_sum_BS_344,data_sum_BS_345,data_sum_BS_346,data_sum_BS_347,data_sum_BS_348,data_sum_BS_349,data_sum_BS_350,data_sum_BS_351,data_sum_BS_352,data_sum_BS_353,data_sum_BS_354,data_sum_BS_355,data_sum_BS_356,data_sum_BS_357,data_sum_BS_358,data_sum_BS_359,data_sum_BS_400,data_sum_BS_410,data_sum_BS_411,data_sum_BS_412,data_sum_BS_413,data_sum_BS_414,data_sum_BS_415,data_sum_BS_416,data_sum_BS_417,data_sum_BS_418,data_sum_BS_419,data_sum_BS_420,data_sum_BS_421,data_sum_BS_422,data_sum_BS_423,data_sum_BS_424,data_sum_BS_425,data_sum_BS_426,data_sum_BS_427,data_sum_BS_430,data_sum_BS_431,data_sum_BS_432,data_sum_BS_433,data_sum_BS_434,data_sum_BS_435,data_sum_BS_436,data_sum_BS_437,data_sum_BS_438,data_sum_BS_439,data_sum_BS_440,data_sum_CF_001,data_sum_CF_002,data_sum_CF_003,data_sum_CF_004,data_sum_CF_005,data_sum_CF_006,data_sum_CF_007,data_sum_CF_008,data_sum_CF_009,data_sum_CF_010,data_sum_CF_011,data_sum_CF_012,data_sum_CF_020,data_sum_CF_021,data_sum_CF_022,data_sum_CF_023,data_sum_CF_024,data_sum_CF_025,data_sum_CF_026,data_sum_CF_027,data_sum_CF_028,data_sum_CF_029,data_sum_CF_030,data_sum_CF_031,data_sum_CF_032,data_sum_CF_033,data_sum_CF_034,data_sum_CF_035,data_sum_CF_036,data_sum_CF_037,data_sum_CF_038,data_sum_CF_039,data_sum_CF_040,data_sum_CF_041,data_sum_CF_042,data_sum_CF_043,data_sum_CF_050,data_sum_CF_051,data_sum_CF_052,data_sum_CF_053,data_sum_CF_054,data_sum_CF_055,data_sum_CF_056,data_sum_CF_057,data_sum_CF_058,data_sum_CF_059,data_sum_CF_060,data_sum_CF_061,data_sum_CF_070,data_sum_CF_071,data_sum_CF_072,data_sum_CF_073,data_sum_CF_074,data_sum_CF_075,data_sum_CF_076,data_sum_CF_077,data_sum_CF_078,data_sum_CF_079,data_sum_CF_080,data_sum_CF_081,data_sum_CF_090,data_sum_CF_100,data_sum_CF_110,data_sum_CF_120,data_sum_CF_130,data_sum_CF_200,data_sum_CF_201,data_sum_CF_202,data_sum_CF_203,data_sum_CF_204,data_sum_CF_205,data_sum_CF_206,data_sum_CF_207,data_sum_CF_210,data_sum_CF_211,data_sum_CF_212,data_sum_CF_213,data_sum_CF_220,data_sum_IS_001,data_sum_IS_002,data_sum_IS_003,data_sum_IS_004,data_sum_IS_005,data_sum_IS_006,data_sum_IS_008,data_sum_IS_009,data_sum_IS_010,data_sum_IS_011,data_sum_IS_012,data_sum_IS_013,data_sum_IS_014,data_sum_IS_015,data_sum_IS_016,data_sum_IS_020,data_sum_IS_021,data_sum_IS_022,data_sum_IS_023,data_sum_IS_024,data_sum_IS_026,data_sum_IS_027,data_sum_IS_028,data_sum_IS_029,data_sum_IS_030.1,data_sum_IS_030.2,data_sum_IS_031,data_sum_IS_032,data_sum_IS_033,data_sum_IS_034,data_sum_IS_035,data_sum_IS_036,data_sum_IS_040,data_sum_IS_041,data_sum_IS_042,data_sum_IS_043,data_sum_IS_044,data_sum_IS_045,data_sum_IS_046,data_sum_IS_047,data_sum_IS_048,data_sum_IS_049,data_sum_IS_050,data_sum_IS_051,data_sum_IS_052,data_sum_IS_053,data_sum_IS_054,data_sum_IS_055,data_sum_IS_056,data_sum_IS_057,data_sum_IS_058,data_sum_IS_060,data_sum_IS_061,data_sum_IS_062,data_sum_IS_063,data_sum_IS_070,data_sum_IS_080,data_sum_IS_081,data_sum_IS_082,data_sum_IS_090,data_sum_IS_091,data_sum_IS_092,data_sum_IS_100,data_sum_IS_101,data_sum_IS_102,data_sum_IS_103,data_sum_IS_104,data_sum_IS_110,data_sum_IS_111,data_sum_IS_120,data_sum_IS_130,data_sum_IS_140
Automobiles and Parts,2015,0,1975190.602956,,576880.129477,295680.129477,,281200.0,,,,,,45249.232122,0.0,,0.0,,,,,,,45249.232122,,,,,1220713.013767,763979.9707,,,,320272.170741,,0.0,0.0,,10130.0,126653.633499,-322.761173,0.0,56384.765377,56384.765377,0.0,75963.462213,,,,2497.322813,68900.58957,4565.54983,0.0,0.0,,5111160.27102,250642.124472,250519.019957,0.0,0.0,0.0,0.0,3273.104515,-3150.0,2440807.716569,2440517.1385,2662264.380872,-221747.242372,0.0,0.0,0.0,290.578069,1250.694888,-960.116819,0.0,0.0,0.0,2038634.741149,0.0,2038634.741149,321821.249053,0.0,315691.249053,,,6130.0,0.0,0.0,59254.439777,,,,59254.439777,0.0,0.0,,0.0,0.0,,7086350.873976,5363935.180003,,,,,,,,,727384.624117,,,,,,,,,192464.527678,65886.681745,163910.288191,8712.349968,97852.658543,0.0,0.0,22.727272,,53413.206224,129460.54503,5959.469092,9702.170374,,0.0,0.0,4636550.555886,,3470.039533,0.0,0.0,0.0,0.0,306.387237,,1037775.003208,3579614.827726,0.0,0.0,0.0,15384.298182,,,,0.0,,1722415.693973,1722415.693973,,1284047.33,1284047.33,0.0,70238.348433,0.0,0.0,0.0,,,0.0,0.0,72781.820671,0.0,0.0,,,291843.960332,,,125956.188284,165887.772048,3504.234537,0.0,0.0,0.0,0.0,7086350.873976,196792.964403,,97303.819081,18227.556419,0.0,-30188.754732,105595.932479,0.0,,,,,387731.51765,,,,,,,,,,,,,,-249696.811662,3150.869617,527307.839084,-55229.493573,0.0,-105595.932479,-77111.737189,,0.0,-6161.24895,424395.002498,-1718863.129303,-1428234.049051,,,26.0,-362172.556045,,,285817.4124,-224501.0,0.0,10201.063393,,1511287.33769,270000.0,,0.0,2395740.703827,-1154445.206137,0.0,-8.16,,,0.0,216819.210885,360060.918592,0.0,576880.129477,,,,,,,,,,,,,,2255503.033848,-10002.763104,,,,,,,,,,,,,,2245500.270744,,,,,,,,,,,,,,,,-1921992.032569,323508.238175,,,,,12313.03241,,,,-105595.932479,-105811.078777,17875.722322,-13982.993663,,,,,,-37901.377088,196001.543379,,791.421024,3182.794096,-2391.373072,196792.964403,,,-35847.938201,-35847.938201,0.0,160945.026202,,,160165.180348,779.845854,,,,1295.0,0.0,1975190.602956,,576880.129477,295680.129477,,281200.0,,,,,,45249.232122,0.0,,0.0,,,,,,,45249.232122,,,,,1220713.013767,763979.9707,,,,320272.170741,,0.0,0.0,,10130.0,126653.633499,-322.761173,0.0,56384.765377,56384.765377,0.0,75963.462213,,,,2497.322813,68900.58957,4565.54983,0.0,0.0,,5111160.27102,250642.124472,250519.019957,0.0,0.0,0.0,0.0,3273.104515,-3150.0,2440807.716569,2440517.1385,2662264.380872,-221747.242372,0.0,0.0,0.0,290.578069,1250.694888,-960.116819,0.0,0.0,0.0,2038634.741149,0.0,2038634.741149,321821.249053,0.0,315691.249053,,,6130.0,0.0,0.0,59254.439777,,,,59254.439777,0.0,0.0,,0.0,0.0,,7086350.873976,5363935.180003,,,,,,,,,727384.624117,,,,,,,,,192464.527678,65886.681745,163910.288191,8712.349968,97852.658543,0.0,0.0,22.727272,,53413.206224,129460.54503,5959.469092,9702.170374,,0.0,0.0,4636550.555886,,3470.039533,0.0,0.0,0.0,0.0,306.387237,,1037775.003208,3579614.827726,0.0,0.0,0.0,15384.298182,,,,0.0,,1722415.693973,1722415.693973,,1284047.33,1284047.33,0.0,70238.348433,0.0,0.0,0.0,,,0.0,0.0,72781.820671,0.0,0.0,,,291843.960332,,,125956.188284,165887.772048,3504.234537,0.0,0.0,0.0,0.0,7086350.873976,196792.964403,,97303.819081,18227.556419,0.0,-30188.754732,105595.932479,0.0,,,,,387731.51765,,,,,,,,,,,,,,-249696.811662,3150.869617,527307.839084,-55229.493573,0.0,-105595.932479,-77111.737189,,0.0,-6161.24895,424395.002498,-1718863.129303,-1428234.049051,,,26.0,-362172.556045,,,285817.4124,-224501.0,0.0,10201.063393,,1511287.33769,270000.0,,0.0,2395740.703827,-1154445.206137,0.0,-8.16,,,0.0,216819.210885,360060.918592,0.0,576880.129477,,,,,,,,,,,,,,2255503.033848,-10002.763104,,,,,,,,,,,,,,2245500.270744,,,,,,,,,,,,,,,,-1921992.032569,323508.238175,,,,,12313.03241,,,,-105595.932479,-105811.078777,17875.722322,-13982.993663,,,,,,-37901.377088,196001.543379,,791.421024,3182.794096,-2391.373072,196792.964403,,,-35847.938201,-35847.938201,0.0,160945.026202,,,160165.180348,779.845854,,,,1295.0,0.0
Automobiles and Parts,2015,1,1263399.279279,,92598.446993,32898.446993,,59700.0,,,,,,101561.87955,101561.87955,,0.0,,,,,,,0.0,,,,,940779.184245,751324.344003,,,,120048.336313,,0.0,0.0,,0.0,69763.054247,-356.550318,0.0,66914.862039,66914.862039,0.0,61544.906452,,,,1839.509976,49384.896865,10320.499611,0.0,0.0,,4524200.688726,3150.0,0.0,0.0,0.0,0.0,0.0,3150.0,0.0,4385213.774659,666968.423746,813029.480738,-146061.056992,0.0,0.0,0.0,312.068654,1185.694888,-873.626234,0.0,0.0,0.0,0.0,0.0,3717933.282259,132052.708429,0.0,16864.766068,,,115187.942361,0.0,0.0,3784.205638,,,,3784.205638,0.0,0.0,,0.0,0.0,,5787599.968005,4454272.174299,,,,,,,,,887559.960967,,,,,,,,,187644.612158,127927.982091,197659.696618,6092.437984,32633.827083,0.0,0.0,0.0,,100064.750865,232621.799244,0.0,2914.854924,,0.0,0.0,3566712.213332,,34552.217613,0.0,0.0,0.0,0.0,240837.366329,,1336239.746454,1955082.882936,0.0,0.0,0.0,0.0,,,,0.0,,1300888.465068,1300888.465068,,946474.91,946474.91,0.0,3600.388545,0.0,0.0,0.0,,,0.0,0.0,46899.878364,0.0,0.0,,,303913.288159,,,0.0,303913.288159,32439.328638,0.0,0.0,0.0,0.0,5787599.968005,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-19122.379608,-230.708153,,20845.719852,-84032.032986,330577.458125,-254027.379116,-229622.884449,,,1.096445,-45199.714499,,,20000.0,0.0,0.0,794.123387,,-344012.550608,0.0,,0.0,389768.953795,-733778.711403,0.0,-2.793,,,0.0,-267462.471599,360060.918592,0.0,92598.446993,,,,,,,,,,,,,,179558.152394,-910.28098,,,,,,,,,,,,,,178647.871414,,,,,,,,,,,,,,,,-148293.413538,30354.457876,,,,,1231.792552,,,,-13956.154401,-13956.154401,-44.260841,-1043.107823,,,,,,-9685.885,6901.103204,,196.60082,288.708328,-92.107508,7053.443183,,,-1370.24575,-1370.24575,0.0,5683.197433,,,5586.144657,97.052776,,,,59.0,0.0,1263399.279279,,92598.446993,32898.446993,,59700.0,,,,,,101561.87955,101561.87955,,0.0,,,,,,,0.0,,,,,940779.184245,751324.344003,,,,120048.336313,,0.0,0.0,,0.0,69763.054247,-356.550318,0.0,66914.862039,66914.862039,0.0,61544.906452,,,,1839.509976,49384.896865,10320.499611,0.0,0.0,,4524200.688726,3150.0,0.0,0.0,0.0,0.0,0.0,3150.0,0.0,4385213.774659,666968.423746,813029.480738,-146061.056992,0.0,0.0,0.0,312.068654,1185.694888,-873.626234,0.0,0.0,0.0,0.0,0.0,3717933.282259,132052.708429,0.0,16864.766068,,,115187.942361,0.0,0.0,3784.205638,,,,3784.205638,0.0,0.0,,0.0,0.0,,5787599.968005,4454272.174299,,,,,,,,,887559.960967,,,,,,,,,187644.612158,127927.982091,197659.696618,6092.437984,32633.827083,0.0,0.0,0.0,,100064.750865,232621.799244,0.0,2914.854924,,0.0,0.0,3566712.213332,,34552.217613,0.0,0.0,0.0,0.0,240837.366329,,1336239.746454,1955082.882936,0.0,0.0,0.0,0.0,,,,0.0,,1300888.465068,1300888.465068,,946474.91,946474.91,0.0,3600.388545,0.0,0.0,0.0,,,0.0,0.0,46899.878364,0.0,0.0,,,303913.288159,,,0.0,303913.288159,32439.328638,0.0,0.0,0.0,0.0,5787599.968005,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-19122.379608,-230.708153,,20845.719852,-84032.032986,330577.458125,-254027.379116,-229622.884449,,,1.096445,-45199.714499,,,20000.0,0.0,0.0,794.123387,,-344012.550608,0.0,,0.0,389768.953795,-733778.711403,0.0,-2.793,,,0.0,-267462.471599,360060.918592,0.0,92598.446993,,,,,,,,,,,,,,179558.152394,-910.28098,,,,,,,,,,,,,,178647.871414,,,,,,,,,,,,,,,,-148293.413538,30354.457876,,,,,1231.792552,,,,-13956.154401,-13956.154401,-44.260841,-1043.107823,,,,,,-9685.885,6901.103204,,196.60082,288.708328,-92.107508,7053.443183,,,-1370.24575,-1370.24575,0.0,5683.197433,,,5586.144657,97.052776,,,,59.0,0.0
Automobiles and Parts,2015,2,1574021.336414,,173041.622466,130482.53521,,42559.087256,,,,,,120290.084189,0.0,,0.0,,,,,,,120290.084189,,,,,1157740.54127,809799.583306,,,,243711.098971,,0.0,0.0,,1662.0,102924.409311,-356.550318,0.0,53961.26981,53961.26981,0.0,68987.818679,,,,2032.72312,57199.081479,9756.01408,0.0,0.0,,5022165.874061,3248.0,0.0,0.0,0.0,0.0,0.0,3248.0,0.0,647949.947762,647666.952783,813614.480738,-165947.527955,0.0,0.0,0.0,282.994979,1185.694888,-902.699909,0.0,0.0,0.0,4125749.10858,0.0,4125749.10858,240270.036382,0.0,234140.036382,,,6130.0,0.0,0.0,4948.781337,,,,4948.781337,0.0,0.0,,0.0,0.0,,6596187.210475,4987339.523136,,,,,,,,,1220423.058661,,,,,,,,,225899.715744,135165.683899,198345.956929,3884.141877,34806.444287,0.0,0.0,240519.615456,,97774.927597,266714.815404,5660.834544,11650.922924,,0.0,0.0,3766916.464475,,28612.202233,462516.874,0.0,0.0,0.0,329.114509,,859227.096988,2401713.218562,0.0,0.0,0.0,14517.958183,,,,0.0,,1608847.687339,1608847.687339,,1284047.33,1284047.33,0.0,70724.221878,0.0,0.0,0.0,,,0.0,0.0,72533.202714,0.0,0.0,,,149946.953228,,,125605.229889,24341.723339,31595.979519,0.0,0.0,0.0,0.0,6596187.210475,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-14539.604776,-137.435616,,48396.882346,-27258.521061,-24812.197151,-645092.348957,-517480.661005,,,-1.096445,-61940.799746,,,66690.072883,-132825.0,0.0,465.135356,,750347.721581,270000.0,,0.0,564066.772081,-83717.654,0.0,-1.3965,,,0.0,80443.175473,92598.446993,0.0,173041.622466,,,,,,,,,,,,,,278981.579673,-2629.158487,,,,,,,,,,,,,,276352.421186,,,,,,,,,,,,,,,,-232503.710704,43848.710482,,,,,5793.807815,,,,-21189.919652,-21189.919652,5367.920915,-5561.680882,,,,,,-9012.682122,19246.156556,,-21.806312,1605.638818,-1627.44513,19224.350244,,,-677.290852,-677.290852,0.0,18547.059392,,,18412.94588,134.113512,,,,169.0,0.0,1574021.336414,,173041.622466,130482.53521,,42559.087256,,,,,,120290.084189,0.0,,0.0,,,,,,,120290.084189,,,,,1157740.54127,809799.583306,,,,243711.098971,,0.0,0.0,,1662.0,102924.409311,-356.550318,0.0,53961.26981,53961.26981,0.0,68987.818679,,,,2032.72312,57199.081479,9756.01408,0.0,0.0,,5022165.874061,3248.0,0.0,0.0,0.0,0.0,0.0,3248.0,0.0,647949.947762,647666.952783,813614.480738,-165947.527955,0.0,0.0,0.0,282.994979,1185.694888,-902.699909,0.0,0.0,0.0,4125749.10858,0.0,4125749.10858,240270.036382,0.0,234140.036382,,,6130.0,0.0,0.0,4948.781337,,,,4948.781337,0.0,0.0,,0.0,0.0,,6596187.210475,4987339.523136,,,,,,,,,1220423.058661,,,,,,,,,225899.715744,135165.683899,198345.956929,3884.141877,34806.444287,0.0,0.0,240519.615456,,97774.927597,266714.815404,5660.834544,11650.922924,,0.0,0.0,3766916.464475,,28612.202233,462516.874,0.0,0.0,0.0,329.114509,,859227.096988,2401713.218562,0.0,0.0,0.0,14517.958183,,,,0.0,,1608847.687339,1608847.687339,,1284047.33,1284047.33,0.0,70724.221878,0.0,0.0,0.0,,,0.0,0.0,72533.202714,0.0,0.0,,,149946.953228,,,125605.229889,24341.723339,31595.979519,0.0,0.0,0.0,0.0,6596187.210475,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,-14539.604776,-137.435616,,48396.882346,-27258.521061,-24812.197151,-645092.348957,-517480.661005,,,-1.096445,-61940.799746,,,66690.072883,-132825.0,0.0,465.135356,,750347.721581,270000.0,,0.0,564066.772081,-83717.654,0.0,-1.3965,,,0.0,80443.175473,92598.446993,0.0,173041.622466,,,,,,,,,,,,,,278981.579673,-2629.158487,,,,,,,,,,,,,,276352.421186,,,,,,,,,,,,,,,,-232503.710704,43848.710482,,,,,5793.807815,,,,-21189.919652,-21189.919652,5367.920915,-5561.680882,,,,,,-9012.682122,19246.156556,,-21.806312,1605.638818,-1627.44513,19224.350244,,,-677.290852,-677.290852,0.0,18547.059392,,,18412.94588,134.113512,,,,169.0,0.0
