stock_code,year,quarter,BS_110,BS_120,BS_130,BS_131,BS_132,BS_139,BS_140,BS_141,BS_149,BS_150,BS_160,BS_161,BS_169,BS_170,BS_171,BS_172,BS_179,BS_180,BS_181,BS_189,BS_210,BS_211,BS_211.1,BS_212,BS_213,BS_214,BS_219,BS_220,BS_221,BS_222,BS_223,BS_224,BS_225,BS_226,BS_227,BS_228,BS_229,BS_240,BS_241,BS_242,BS_250,BS_251,BS_252,BS_253,BS_254,BS_255,BS_259,BS_300,BS_310,BS_320,BS_321,BS_322,BS_330,BS_340,BS_350,BS_360,BS_361,BS_370,BS_371,BS_372,BS_373,BS_379,BS_400,BS_410,BS_411,BS_412,BS_413,BS_414,BS_415,BS_416,BS_420,BS_430,BS_440,BS_450,BS_500,BS_700,BS_800,CF_001,CF_002,CF_003,CF_004,CF_005,CF_006,CF_007,CF_008,CF_009,CF_010,CF_011,CF_012,CF_013,CF_014,CF_015,CF_016,CF_017,CF_018,CF_019,CF_020,CF_021,CF_022,CF_023,CF_024,CF_025,CF_026,CF_027,CF_028,CF_029,CF_030,CF_031,CF_032,CF_033,CF_034,CF_035,CF_036,CF_037,CF_038,CF_039,CF_040,CF_041,CF_042,CF_043,CF_044,CF_045,IS_001,IS_002,IS_003,IS_004,IS_005,IS_006,IS_007,IS_008,IS_009,IS_010,IS_011,IS_012,IS_013,IS_014,IS_015,IS_016,IS_017,IS_018,IS_019,IS_020,IS_021,IS_022,IS_022.1,IS_023,IS_024,IS_030
BID,2023,0,11029204.0,51615657.0,211812201.0,197333127.0,14564284.0,-85210.0,6972474.0,7003656.0,-31182.0,0.0,1737195822.0,1777664882.0,-40469060.0,222393123.0,127572432.0,95722385.0,-901694.0,0.0,0.0,0.0,3113075.0,0.0,3012284.0,2314557.0,697727.0,214888.0,-114097.0,11096141.0,6401362.0,15608346.0,-9206984.0,0.0,0.0,0.0,4694779.0,7153285.0,-2458506.0,0.0,0.0,0.0,45641031.0,25922204.0,15552516.0,36982.0,4451584.0,0.0,-322255.0,2300868728.0,35896488.0,181830990.0,143569390.0,38261600.0,1704690185.0,328155.0,12207729.0,189486736.0,2306271273.0,53561556.0,34433979.0,94150.0,19033427.0,0.0,2178001839.0,72711297.0,57004359.0,0.0,15361020.0,0.0,0.0,345918.0,15662247.0,-803547.0,0.0,30330738.0,122866889.0,4966154.0,2300868728.0,149297819.0,-88243401.0,6569871.0,8389150.0,-3373336.0,5431863.0,-23440129.0,-4551443.0,50080394.0,-1064184.0,8284842.0,1038214.0,-255443174.0,-17924823.0,-4556063.0,-116856229.0,4609693.0,231092036.99999997,32435138.0,-1029896.0,328154.0,-2007926.0,-1164.0,-71014987.0,-2005077.0,11710.0,-2435.0,0.0,0.0,0.0,0.0,0.0,182104.0,-1813698.0,0.0,0.0,0.0,-119694.0,0.0,0.0,-119694.0,-72948379.0,297687381.0,0.0,224739002.0,152761316.0,-96625750.00000001,56135566.0,11893400.000000002,-5323530.0,6569870.0,4707371.0,305396.0,2871740.0,6542525.0,-4474726.0,2067799.0,355275.0,-25080598.0,47932419.0,-20343515.0,27588904.0,-5615711.0,3948.0,-5611763.0,21977141.0,-472223.0,21504918.0,3314.0,0.0,73013017.0
BID,2023,1,12400755.0,74131546.0,174793284.0,162363758.0,12514576.0,-85050.0,1602918.0,1624018.0,-21100.0,196039.0,1554793891.0,1597152494.0,-42358603.0,236748894.0,163982486.0,73147741.0,-381333.0,0.0,0.0,0.0,3026702.0,0.0,2920663.0,2272439.0,648224.0,215211.0,-109172.0,10375801.0,5988232.0,14703311.0,-8715079.0,0.0,0.0,0.0,4387569.0,6647076.0,-2259507.0,0.0,0.0,0.0,38794719.0,22226244.0,13738386.0,35462.0,3402738.0,0.0,-608111.0,2106864549.0,123421894.0,146847411.0,116596868.0,30250543.0,1497395473.0,0.0,13116035.0,169979258.0,2097607482.0,46256016.0,32902097.0,97729.0,13256190.0,0.0,1997016087.0,66204497.0,50585239.0,0.0,15351407.0,0.0,0.0,267851.0,12450446.0,-661693.0,0.0,27028393.0,109848462.0,4826819.0,2106864549.0,36986067.0,-16948550.0,1517399.0,712492.0,-123400.0,1099450.0,-6284545.0,-2382182.0,14576731.0,462090.0,-961221.0,842175.0,-74930780.0,-1416487.0,449710.0,246892.0,-30373887.0,-5780393.0,12927657.0,-121591.0,0.0,-311409.0,0.0,-84390513.0,-207725.0,585.0,-31.0,0.0,0.0,0.0,0.0,0.0,43941.0,-163230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-84553743.0,297687381.0,0.0,213133638.0,37735207.0,-23799014.0,13936193.000000002,2673226.0,-1155827.0,1517399.0,672727.0,65730.0,-165.0,1248911.0,-272307.0,976604.0,109908.0,-4831771.0,12446625.000000002,-5527046.0,6919579.0,-1360181.0,-357.0,-1360538.0,5559041.0,-90561.0,5468480.0,0.0,0.0,17278396.0
BID,2023,2,11488667.0,47536512.0,199656173.0,186299964.0,13439406.0,-83197.0,3423599.0,3444114.0,-20515.0,270403.0,1589707330.0,1629066617.0,-39359287.0,219223829.0,147037878.0,72538241.0,-352290.0,0.0,0.0,0.0,3012561.0,0.0,2906741.0,2239470.0,667271.0,219426.0,-113606.0,10612120.0,6111439.0,15085989.0,-8974550.0,0.0,0.0,0.0,4500681.0,6839542.0,-2338861.0,0.0,0.0,0.0,39836438.0,23356236.0,13717576.0,35577.0,3350448.0,0.0,-623399.0,2124767632.0,51539169.0,191545847.0,158413708.0,33132139.0,1545569148.0,0.0,12840055.0,156249679.0,2149289745.0,52872090.0,36768978.0,94743.0,16008369.0,0.0,2010615988.0,66204497.0,50585239.0,0.0,15351407.0,0.0,0.0,267851.0,12486332.0,-716933.0,0.0,31423098.0,114151644.0,4754650.0,2124767632.0,38925447.0,-22011641.0,1673914.0,897427.0,-58234.0,1092208.0,-5103815.0,-1356964.0,14058342.0,-3641246.0,16255085.0,-74364.0,-31914123.0,-6906368.0,-522681.0,-276880.0,44698436.0,-23432170.0,-13729579.0,-275980.0,0.0,567328.0,0.0,-5194200.0,-1144474.0,1257.0,-147.0,0.0,0.0,0.0,0.0,0.0,50232.0,-1093132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6287332.0,213133638.0,0.0,206846306.0,39425710.0,-25878522.0,13547188.0,3088401.0,-1414487.0,1673914.0,784558.0,113573.0,28924.0,1407098.0,-372014.0,1035084.0,73920.0,-6373642.0,10883519.0,-3932886.0,6950633.0,-1403782.0,2986.0,-1400796.0000000002,5549837.0,-123703.0,5426134.0,0.0,0.0,17257161.0
BID,2023,3,10731001.0,42654276.0,194288953.0,178524343.0,15849835.0,-85225.0,5577810.0,5598114.0,-20304.0,0.0,1611643506.0,1653452141.0,-41808635.0,207553029.0,128583434.0,79616354.0,-646759.0,0.0,0.0,0.0,3139652.0,0.0,3038666.0,2337360.0,701306.0,214905.0,-113919.0,10485941.0,5997552.0,15169849.0,-9172297.0,0.0,0.0,0.0,4488389.0,6890978.0,-2402589.0,0.0,0.0,0.0,46780409.0,28601146.0,15290627.0,36266.0,3474560.0,0.0,-622190.0,2132854577.0,13241998.0,187836067.0,146786156.0,41049911.0,1583543509.0,397807.0,12498953.0,162017847.0,2147372248.0,54230558.0,38613994.0,94873.0,15521691.0,0.0,2013766739.0,66282564.0,50585239.0,0.0,15351407.0,0.0,0.0,345918.0,12431580.0,-475072.0,0.0,36007993.0,119087838.0,4840773.0,2132854577.0,36253863.0,-22476173.0,1764252.0,1796433.0,-377770.0,1115800.0,-4873540.0,-571869.0,12630996.0,602589.0,9499708.0,270403.0,-24385532.0,-3498240.0,-5697509.0,-99534.0,-3709776.0,-223270.0,5768170.0,-341103.0,397808.0,-1735053.0,0.0,-10520343.0,125811.0,3242.0,-252.0,0.0,0.0,0.0,0.0,0.0,33894.0,162695.0,0.0,0.0,0.0,-44855.0,0.0,0.0,-44855.0,-10402503.0,206846306.0,0.0,196443803.00000003,38104286.0,-24321190.0,13783096.000000002,2894636.0,-1130384.0,1764252.0000000002,1682640.0,114410.0,-294874.0,1478082.0,-737064.0,741018.0,96319.0,-6044456.0,11842405.0,-5949617.0,5892788.0,-1164722.0,-131.0,-1164853.0,4727935.0,-145055.0,4582880.0,0.0,0.0,17886861.0
BID,2023,4,11029204.0,51615657.0,211808501.0,197329427.0,14564284.0,-85210.0,6972474.0,7003656.0,-31182.0,0.0,1737244618.0,1777664882.0,-40420264.0,222393123.0,127572432.0,95722385.0,-901694.0,0.0,0.0,0.0,3113075.0,0.0,3012284.0,2314557.0,697727.0,214888.0,-114097.0,11096285.0,6401506.0,15608492.0,-9206986.0,0.0,0.0,0.0,4694779.0,7153285.0,-2458506.0,0.0,0.0,0.0,45541377.0,25789586.0,15555515.0,36982.0,4482654.0,0.0,-323360.0,2300814314.0,35896488.0,182252124.0,143990524.0,38261600.0,1704269050.0,328155.0,12207729.0,189486736.0,2306692406.0,53456988.0,34433979.0,93602.0,18929407.0,0.0,2177897270.0,72711297.0,57004359.0,0.0,15361020.0,0.0,0.0,345918.0,12454226.0,-803451.0,0.0,33588517.0,122917044.0,4966455.0,2300814314.0,37239388.0,-26807037.0,1616913.0,4982760.0,-2805333.0,2124405.0,-7168226.0,-238136.0,8944734.0,1515383.0,-16508730.0,0.0,-124212739.0,-6103728.0,1112121.0,4734386.0,-5583945.0,138645642.0,27468890.0,-291222.0,-69654.0,-858264.0,-1164.0,28791710.0,-607584.0,6626.0,-2005.0,0.0,0.0,0.0,0.0,0.0,180591.0,-422372.0,0.0,0.0,0.0,-74839.0,0.0,0.0,-74839.0,28294499.0,196443803.00000003,0.0,224738302.0,37496112.0,-22627024.0,14869088.0,3235666.0,-1618754.0,1616912.0,1567446.0,11683.0,3137818.0,2408324.0,-3084781.0,-676457.0,75128.0,-7829831.0,12771787.0,-4885023.0,7886764.0,-1698137.0,1998.0,-1696139.0,6190625.0,-116340.0,6074285.0,0.0,0.0,20601618.0
BID,2024,1,10421506.0,36833913.0,231693608.0,220778564.0,10998123.0,-83079.0,6972570.0,7003036.0,-30466.0,34319.0,1752683396.0,1793930234.0,-41246838.0,220214344.0,125391541.0,96015588.0,-1192785.0,0.0,0.0,0.0,3218494.0,0.0,3118381.0,2379608.0,738773.0,214871.0,-114758.0,10891070.0,6235651.0,15643110.0,-9407459.0,0.0,0.0,0.0,4655419.0,7164629.0,-2509210.0,0.0,0.0,0.0,55767532.0,36064461.0,15895496.0,37537.0,4080022.0,0.0,-309984.0,2328730752.0,57022834.0,167810233.0,135529672.0,32280561.0,1734779072.0,0.0,12190069.0,180564550.0,2320176991.0,47346159.0,31765786.0,94666.0,15485707.0,0.0,2199712917.0,72711297.0,57004359.0,0.0,15361020.0,0.0,0.0,345918.0,15670702.0,-557329.0,0.0,36136858.0,129017835.0,5056307.0,2328730752.0,33049473.0,-22722815.0,1693013.0,1631276.0,-391629.0,892313.0,-7053660.0,-3438635.0,3659336.0,-329447.0,2091837.0,-34319.0,-16265349.0,-3621809.0,-9470950.0,21126346.0,-14020757.0,30088891.0,-8922186.0,-17660.0,-328155.0,510588.0,0.0,4466366.0,-309550.0,937.0,-1305.0,0.0,0.0,0.0,0.0,0.0,3939.0,-305979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160387.0,224739002.0,0.0,228899388.99999997,33595982.0,-20054622.0,13541360.0,3298301.0,-1605288.0,1693013.0,1465144.0,166849.0,-291092.0,1148615.0,-648299.0,500316.0,95644.0,-5392606.0,11778628.0,-4388714.0,7389914.0,-1474083.9999999998,-251.0,-1474335.0,5915579.0,-102931.0,5812648.0,0.0,0.0,17171234.0
BID,2024,2,10282845.0,52441064.0,266793924.0,256341814.0,10544382.0,-92272.0,8185847.0,8224631.0,-38784.0,0.0,1844886185.9999998,1882815401.9999998,-37929216.0,247600890.0,146198303.0,102594720.0,-1192133.0,0.0,0.0,0.0,3410230.0,0.0,3310155.0,2539875.0,770280.0,214837.0,-114762.0,11585508.0,6512449.0,16163465.0,-9651016.0,0.0,0.0,0.0,5073059.0,7699379.0,-2626320.0,0.0,0.0,0.0,75884869.0,48310809.0,21362453.0,38085.0,6486109.0,0.0,-312587.0,2521071363.0,131128722.0,193205817.0,166266167.0,26939650.0,1806924961.0,398343.0,11963263.0,197648493.0,2534475416.0,45084491.0,29153980.0,90412.0,15840099.0,0.0,2386354090.0,72712639.0,57004359.0,0.0,15361020.0,0.0,0.0,347260.0,15705624.0,-684676.0,0.0,41935478.0,134717273.0,5048208.0,2521071363.0,33627114.0,-21670940.0,1938916.0,2324003.0,-747718.0,1778317.0,-5669122.0,-1472708.0,10107862.0,-1254916.0,-33804673.0,34319.0,-88885169.0,-8671652.0,-15384571.0,74105888.0,25395586.0,72145886.0,17083940.0,-226806.0,398345.0,-1450600.0,0.0,49593439.0,-333775.0,2356.0,-530.0,0.0,0.0,0.0,0.0,0.0,70229.0,-261720.0,0.0,0.0,0.0,-8637.0,0.0,0.0,-8637.0,49323082.0,228899388.99999997,0.0,278222471.0,33896893.0,-19059130.0,14837763.0,3781124.0,-1842209.0,1938915.0,1725068.0000000002,78745.0,512528.0,2045849.0,-1013428.0,1032421.0,99423.0,-6708592.000000001,13516270.999999998,-5357738.999999999,8158532.0,-1634617.0,4254.0,-1630363.0,6528169.0,-162215.0,6365954.0,0.0,0.0,20224863.0
BID,2024,3,11014213.0,47435666.0,257504027.0,245516573.0,12081820.0,-94366.0,13275111.0,13309349.0,-34238.0,55744.0,1914427576.0,1953065238.0000002,-38637662.0,252241222.0,149878420.0,104039495.0,-1676693.0,0.0,0.0,0.0,3401330.0,0.0,3300404.0,2549562.0,750842.0,214786.0,-113860.0,11555180.0,6428898.0,16257554.0,-9828656.0,0.0,0.0,0.0,5126282.0,7825670.0,-2699388.0,0.0,0.0,0.0,65071206.0,39496018.0,21014637.0,37292.0,4834303.0,0.0,-311044.0,2575981275.0,95416021.0,216251762.0,200328599.0,15923163.0,1873724961.0,0.0,11608178.0,193317084.0,2606569768.0,47223613.0,28356233.0,88505.0,18678007.0,100868.0,2437541619.0,72818002.0,57004359.0,0.0,15361020.0,0.0,0.0,452623.0,15715341.0,-682384.0,0.0,45498918.0,138439656.0,5089779.0,2575981275.0,34674117.0,-21134312.0,1474977.0,663104.0,-293231.0,1793650.0,-5239565.0,-1642853.0,10295887.0,-2575142.0,-10209612.0,-55744.0,-70249835.0,-3624721.0,10435924.0,-35712701.0,23045943.0,66799999.0,-4331406.0,-355085.0,-398345.0,1120973.0,0.0,-15813865.0,-335404.0,7058.0,-2664.0,0.0,0.0,0.0,0.0,0.0,7901.0,-323109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16136974.0,278222471.0,0.0,262085496.99999997,34326293.0,-20336569.0,13989724.0,3013677.0,-1538699.0,1474978.0,732488.0,-63874.00000000001,-485528.00000000006,2032606.0,-527789.0,1504817.0,105983.0,-6307180.0,10951408.0,-4453129.0,6498279.0,-1286319.0,1906.0,-1284413.0,5213866.0,-62548.0,5151318.0,0.0,0.0,17258588.0
CTG,2015,0,5090768.0,11892969.0,66018789.0,64385375.0,1633414.0,0.0,3346354.0,3373406.0,-27052.0,0.0,533530118.0,538079829.0,-4549711.0,120024229.0,108940288.0,12928649.0,-1844708.0,0.0,0.0,0.0,3892314.0,0.0,2782845.0,0.0,2782845.0,1131164.0,-21695.0,8665767.0,4374977.0,9746338.0,-5371361.0,0.0,0.0,0.0,4290790.0,5090892.0,-800102.0,0.0,0.0,0.0,27022179.0,10799595.0,12863853.0,0.0,3360668.0,6352.0,-1937.0,779483487.0,13227115.0,99169216.0,43399347.0,55769869.0,492960064.0,117619.0,54237247.0,20860497.0,779740974.0,42801583.0,5971380.0,0.0,36711027.0,119176.0,723373341.0,46208778.0,37234046.0,0.0,8974732.0,0.0,0.0,0.0,5275032.0,441537.0,0.0,3942373.0,56110146.0,242426.0,779483487.0,42478255.0,-23474151.0,1608083.0,1471322.0,-322928.0,2241477.0,-9951632.0,-1709038.0,12341388.0,6756363.0,-27073650.0,0.0,-105121197.0,-3458017.0,537193.0,8495712.0,-4600649.0,68778890.0,15566424.0,22215554.0,-298159.0,4657170.0,-348.0,-1203326.0,-1912423.0,233554.0,-18308.0,0.0,0.0,0.0,-13860.0,39705.0,373492.0,-1297840.0,0.0,0.0,0.0,-3723405.0,0.0,0.0,-3723405.0,-6224571.0,87064648.0,42645.0,80882722.0,42471731.0,-23632746.0,18838985.0,2650863.0,-1190961.0,1459902.0,19767.0,129177.0,52806.99999999999,4108124.0,-1905838.0,2202286.0,40960.0,-10719457.0,12024427.0,-4678986.0,7345441.0,-1628563.0,0.0,-1628563.0,5716878.0,-18957.0,5697921.0,1208.0,0.0,22743884.0
CTG,2015,1,4220288.0,9764518.0,56311199.0,54094559.0,2216640.0,0.0,4585769.0,4590830.0,-5061.0,0.0,444261060.0,450056795.0,-5795735.0,87116653.0,79575295.0,8200704.0,-659346.0,0.0,0.0,0.0,3852772.0,0.0,0.0,0.0,0.0,1030326.0,-57774.0,8642406.0,4464914.0,9304966.0,-4840052.0,0.0,0.0,0.0,4177492.0,4857340.0,-679848.0,0.0,0.0,0.0,27080249.0,11191362.0,12481970.0,0.0,3408163.0,7713.0,-1246.0,645834914.0,1588186.0,77750049.0,32629935.0,45120114.0,428455767.0,926746.0,38351137.0,5363982.0,630185916.0,36863641.0,5398386.0,0.0,31393203.0,72052.0,589299508.0,46208816.0,37234046.0,0.0,8974770.0,0.0,0.0,0.0,4251143.0,360735.0,0.0,5486396.0,56307090.0,228316.0,645834914.0,10551686.0,-5964987.0,235521.0,0.0,-80934.0,230706.0,-2668001.0,-184941.0,2368456.0,6061129.0,1836440.0,0.0,-11742017.0,0.0,-844056.0,-3143218.0,-26019816.0,4274594.0,69909.0,6329444.0,510968.0,2111136.0,-348.0,-18187379.0,-411397.0,112.0,-74.0,0.0,0.0,0.0,0.0,0.0,343.0,-411016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18598395.0,87064648.0,23986.0,68490239.0,10291744.0,-5599318.0,4692426.0,435877.0,-164946.0,270931.0,37322.0,99377.0,-43233.0,605236.0,-420610.0,184626.0,14546.0,-2181783.0,3074212.0,-1510240.0,1563971.9999999998,-315938.0,0.0,-315938.0,1248034.0,-2946.0,1245088.0,0.0,0.0,5255995.0
CTG,2015,2,4206148.0,13645139.0,47885834.0,45684625.0,2201209.0,0.0,1326248.0,1336191.0,-9943.0,0.0,475529003.0,480573082.0,-5044079.0,104168763.0,95771935.0,9413991.0,-1017163.0,0.0,0.0,0.0,3876315.0,0.0,2918062.0,0.0,2918062.0,1029326.0,-71073.0,8474196.0,4298929.0,9316662.0,-5017733.0,0.0,0.0,0.0,4175267.0,4894038.0,-718771.0,0.0,0.0,0.0,26634952.0,10935283.0,12350592.0,0.0,4595077.0,7259.0,-1246000.0,685746598.0,1925073.0,103807877.0,47617793.0,56190084.0,449204510.0,366275.0,40695703.0,9904527.0,709711842.0,25247218.0,5198316.0,0.0,19955057.0,93845.0,631151183.0,46208816.0,37234046.0,0.0,8974770.0,0.0,0.0,0.0,4256121.0,381935.0,0.0,3516450.0,54363322.0,232093.0,685746598.0,10604615.0,-5754252.0,414125.0,538845.0,-86011.0,466225.0,-1932051.0,-363694.0,3887802.0,180032.0,-342033.0,0.0,-31949819.0,-1557284.0,532580.0,336887.0,26057828.0,20748742.0,4540546.0,2344566.0,-560471.0,-15719789.0,0.0,8499587.0,-299447.0,8366.0,-185.0,0.0,0.0,0.0,-10000.0,11000.0,22181.0,-268085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8231502.0,68490239.0,-10386.0,76711355.0,10449777.0,-5521654.0,4928123.0,782866.0,-376316.0,406550.0,27681.000000000004,15062.0,-64430.0,776447.0,-384695.0,391752.0,38822.0,-2403077.0,3340483.0,-1025872.0,2314611.0,-527471.0,0.0,-527471.0,1787139.9999999998,-5667.0,1781473.0,0.0,0.0,5743560.0
CTG,2015,3,4578630.0,7809427.0,57024216.0,56497356.0,526860.0,0.0,761671.0,768038.0,-6367.0,17058.0,494898422.0,499582333.0,-4683911.0,105094331.0,95762493.0,11071977.0,-1740139.0,0.0,0.0,0.0,3900724.0,0.0,0.0,0.0,0.0,1131164.0,-26073.0,8460488.0,4297451.0,9503118.0,-5205667.0,0.0,0.0,0.0,4163037.0,4918253.0,-755216.0,0.0,0.0,0.0,28146601.0,11184462.0,13636300.0,0.0,3327085.0,6806.0,-1246.0,710691568.0,2493125.0,91515867.0,34537806.0,56978061.0,468834821.0,0.0,52347332.0,13785503.0,720492515.0,25802602.0,5723326.0,0.0,19978585.0,100691.0,654779250.0,46208816.0,37234046.0,0.0,8974770.0,0.0,0.0,0.0,4390407.0,448721.0,0.0,4617037.0,55664981.0,247337.0,710691568.0,9691352.0,-5544198.0,386198.0,0.0,-50088.0,393314.0,-2253209.0,-510900.0,2354896.0,3906574.0,-8556550.0,-17058.0,-20386539.0,-1070726.0,-8647.0,568053.0,-12292010.0,19630311.0,3880975.0,11651628.0,-366275.0,2926097.0,0.0,2220729.0,-573137.0,8276.0,-10.0,0.0,0.0,0.0,-3860.0,28705.0,344549.0,-195477.0,0.0,0.0,0.0,-3096013.0,601.0,0.0,-3095412.0,-1070160.0,76083362.0,44733.0,75057935.0,10975775.0,-6066734.0,4909041.0,672601.0,-286603.0,385998.0,30394.0,19186.0,-74160.0,1069615.0,-427917.0,641698.0,-146.0,-2780890.0,3131121.0,-1284224.0,1846897.0,-420100.0,0.0,-420100.0,1426797.0,-3684.9999999999995,1423112.0,0.0,0.0,5912010.999999999
CTG,2015,4,5090768.0,11892969.0,66018789.0,64385375.0,1633414.0,0.0,3346354.0,3373406.0,-27052.0,0.0,533530118.0,538079829.0,-4549711.0,120024229.0,108940288.0,12928649.0,-1844708.0,0.0,0.0,0.0,3892314.0,0.0,0.0,0.0,0.0,1131164.0,-21695.0,8665767.0,4374977.0,9746338.0,-5371361.0,0.0,0.0,0.0,4290790.0,5090892.0,-800102.0,0.0,0.0,0.0,27022179.0,10799595.0,12863853.0,0.0,3360668.0,0.0,-1937.0,779483487.0,13227115.0,99169216.0,43399347.0,55769869.0,492960064.0,117619.0,54237247.0,20860497.0,779740974.0,42801583.0,5971380.0,0.0,36711027.0,119176.0,723373341.0,46208778.0,37234046.0,0.0,8974732.0,0.0,0.0,0.0,5275032.0,441537.0,0.0,3942373.0,55867720.0,242426.0,779483487.0,11449446.0,-6210714.0,468124.0,0.0,-105895.0,1151232.0,-3098371.0,-649503.0,3442533.0,-3786707.0,-20011507.0,17058.0,-40822926.0,-395814.0,561751.0,10733990.0,7653349.0,24125243.0,7074994.0,1889916.0,117619.0,15563304.0,0.0,6162803.0,-731587.0,25544.0,-18039.0,0.0,0.0,0.0,0.0,0.0,6419.0,-717663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5445140.0,75057935.0,-15688.0,80487387.0,10754435.0,-6445040.000000001,4309395.0,759519.0,-363096.0,396423.0,-75630.0,-4448.0,234630.0,1656826.0,-672616.0,984210.0000000001,-12262.0,-3353707.0,2478611.0,-858650.0,1619961.0,-365054.0,0.0,-365054.0,1254907.0,-6659.0,1248248.0,0.0,0.0,5832318.0
CTG,2016,0,5187132.0,13502594.0,94469281.0,91031828.0,3437453.0,0.0,1894690.0,1974670.0,-79980.0,682690.0,655089226.0,661987797.0,-6898571.0,134226686.0,125573894.0,11743021.0,-3090229.0,0.0,0.0,0.0,3202637.0,0.0,2774766.0,0.0,2774766.0,430445.0,-2574.0,10623575.0,6422388.0,12538577.0,-6116189.0,0.0,0.0,0.0,4201187.0,5144462.0,-943275.0,0.0,0.0,0.0,29688994.0,12573436.0,14106717.0,0.0,3010388.0,4537.0,-1547.0,948567504.9999999,4808417.0,85151867.0,41346232.0,43805635.0,655060148.0,0.0,6075468.0,23849453.0,860097220.0,113315388.0,9944825.0,0.0,103133103.0,237460.0,888260741.0,46208767.0,37234046.0,0.0,8974721.0,0.0,0.0,0.0,6366898.0,480011.0,0.0,6990755.0,60306764.0,260333.0,948567504.9999999,51622581.0,-26632017.0,1745205.0,2859345.0,-650253.0,1814476.0,-11243918.0,-1660986.0,17854433.0,-2224254.0,-9726307.0,-682690.0,-123541758.0,-1482318.0,-1868571.0,-8418698.0,-14017349.0,162100084.0,2988956.0,-48161779.0,-117619.0,61730621.0,-2743.0,34430008.0,-1852272.0,13348.0,-8573.0,0.0,0.0,0.0,-24000.0,219588.0,112602.0,-1539307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32890701.0,80882722.0,41526.0,113814949.0,52889584.99999999,-30585706.0,22303879.0,3334497.0,-1636472.0,1698025.0,685139.0,183919.0,40955.0,2546328.0000000005,-1247565.0,1298763.0,150475.0,-12848843.0,13512312.000000002,-5058609.0,8453703.0,-1688781.0,289.0,-1688492.0000000002,6765211.0,-19984.0,6745226.999999999,1432.0,0.0,26361155.0
CTG,2016,1,4891359.0,19326606.0,64102464.0,61959614.0,2142850.0,0.0,212198.0,238802.0,-26604.0,76370.0,547865959.0,553392731.0,-5526772.0,114699659.0,104044888.0,12928649.0,-2273878.0,0.0,0.0,0.0,3822574.0,0.0,0.0,0.0,0.0,1120954.0,-21879.0,8614633.0,4343956.0,9897339.0,-5553383.0,0.0,0.0,0.0,4270677.0,5107518.0,-836841.0,0.0,0.0,0.0,28125577.0,11492217.0,13131944.0,0.0,3502000.0,5898.0,-584.0,791737399.0,4045940.0,104462465.0,59198244.0,45264221.0,503441169.0,0.0,55146270.0,16214641.0,787772950.0,50409172.0,6273515.0,0.0,44007080.0,128577.0,733719657.0,46208778.0,37234046.0,0.0,8974732.0,0.0,0.0,0.0,5274808.0,411484.0,0.0,5876090.0,58017742.0,246582.0,791737399.0,12025558.0,-6609414.0,372440.0,0.0,0.0,513113.0,-3002049.0,-156711.0,3433218.0,1516170.0,8030005.0,-76370.0,-15312902.0,-3462.0,-504931.0,-9181175.0,5293248.0,10481104.0,-4645856.0,909024.0,-117619.0,7541236.0,0.0,7361690.0,-523923.0,582.0,-22.0,0.0,0.0,0.0,0.0,10210.0,4951.0,-508202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6853488.0,80882722.0,-19416.0,87716794.0,12274286.999999998,-6896688.000000001,5377599.0,706910.0,-330117.0,376793.0,221478.0,82565.0,31562.0,794243.0,-393869.0,400374.0,1721.0,-2645942.0,3846150.0,-1441187.0,2404963.0,-481332.0,0.0,-481332.0,1923631.0,-4156.0,1919475.0,0.0,0.0,6492092.0
