stock_code,year,quarter,BS_100,BS_110,BS_111,BS_112,BS_120,BS_121,BS_122,BS_123,BS_130,BS_131,BS_132,BS_133,BS_134,BS_135,BS_136,BS_137,BS_139,BS_140,BS_141,BS_149,BS_150,BS_151,BS_152,BS_153,BS_154,BS_155,BS_200,BS_210,BS_211,BS_212,BS_213,BS_214,BS_215,BS_216,BS_219,BS_220,BS_221,BS_222,BS_223,BS_224,BS_225,BS_226,BS_227,BS_228,BS_229,BS_230,BS_231,BS_232,BS_240,BS_241,BS_242,BS_250,BS_251,BS_252,BS_253,BS_254,BS_255,BS_260,BS_261,BS_262,BS_263,BS_268,BS_269,BS_270,BS_300,BS_310,BS_311,BS_312,BS_313,BS_314,BS_315,BS_316,BS_317,BS_318,BS_319,BS_320,BS_321,BS_322,BS_323,BS_324,BS_330,BS_331,BS_332,BS_333,BS_334,BS_335,BS_336,BS_337,BS_338,BS_339,BS_340,BS_341,BS_342,BS_343,BS_400,BS_410,BS_411,BS_411a,BS_411b,BS_412,BS_413,BS_414,BS_415,BS_416,BS_417,BS_418,BS_419,BS_420,BS_421,BS_421a,BS_421b,BS_422,BS_429,BS_430,BS_431,BS_432,BS_440,CF_001,CF_002,CF_003,CF_004,CF_005,CF_006,CF_007,CF_008,CF_009,CF_010,CF_011,CF_012,CF_013,CF_014,CF_015,CF_016,CF_017,CF_020,CF_021,CF_022,CF_023,CF_024,CF_025,CF_026,CF_027,CF_030,CF_031,CF_032,CF_033,CF_034,CF_035,CF_036,CF_037,CF_040,CF_050,CF_060,CF_061,CF_070,IS_001,IS_002,IS_010,IS_011,IS_020,IS_021,IS_022,IS_023,IS_024,IS_025,IS_026,IS_030,IS_031,IS_032,IS_040,IS_050,IS_050.1,IS_051,IS_052,IS_060,IS_061,IS_062,IS_070,IS_071
CTD,2019,1,13541501,596751,142951,453800,3873058,0,0,3873058,7073304,6481904,601261,0,0,0,200000,-209861,0,1541867,1541867,0,456520,1969,454550,0,0,0,1520328,0,0,0,0,0,0,0,0,748369,652885,1056139,-403253,0,0,0,95483,112865,-17381,51670,69677,-18007,2005,0,2005,411436,0,411436,0,0,0,306847,304876,1970,0,0,0,15061829,6860189,6850993,3854549,839143,50076,0,1688814,0,0,8014,182416,0,71029,156949,0,0,9195,0,0,0,0,0,0,662,0,0,0,0,8533,0,8201640,8201640,792550,792550,0,3038990,0,0,-439558,0,0,3016565,0,0,1793093,188802,1604291,0,0,0,0,0,15061829,236732,26253,-4371,-379,-72536,0,0,185699,1807514,-98343,-1953206,45471,0,0,-84522,0,-532,-97918,-35364,1119,-2186000,2220000,-61600,0,153664,91819,50345,0,0,0,0,-326,0,50018,43919,552833,-1,596751,0,0,4249357,3976069,273287,72718,654317,0,751,0,127273,219483,18962,1713,17248,236732,45505.0,46717,1212,188802,188802,0,2364,0
CTD,2019,2,14117402,750284,248384,501900,3665561,0,0,3665561,7814726,7048109,732321,0,0,0,244157,-209861,0,1411386,1411386,0,475443,1509,473934,0,0,0,1480717,0,0,0,0,0,0,0,0,754761,659549,1076012,-416462,0,0,0,95211,113673,-18462,50981,69677,-18696,2399,0,2399,401738,0,401738,0,0,0,270837,268965,1871,0,0,0,15598119,7577320,7568124,4325742,789043,42161,0,1712899,0,0,21796,389088,0,59871,227521,0,0,9195,0,0,0,0,0,0,662,0,0,0,0,8533,0,8020799,8020799,792550,792550,0,3038990,0,0,-439558,0,0,3998330,0,0,630486,312617,317869,0,0,0,0,0,15598119,392987,53340,-15501,-736,-134481,0,0,295608,1094114,32137,-1514949,81842,0,0,-129017,0,-5507,-145771,-66070,1214,-2438403,2679900,-61600,0,177427,292468,50345,0,0,0,0,-326,0,50018,196715,552833,736,750284,5788423,0,5788423,5604507,183916,71937,4,0,-10585,0,95129,150134,8573,2452,6120,156255,32243.0,32341,98,123815,123815,0,1537,1537
CTD,2019,3,13393155,963048,154998,808050,3012198,0,0,3012198,7672251,6833725,822891,0,0,0,230142,-214507,0,1515655,1515655,0,230002,1581,228421,0,0,0,1594301,0,0,0,0,0,0,0,0,894011,638365,1068363,-429998,0,0,0,255646,275303,-19657,50292,69677,-19385,3314,0,3314,407620,0,407620,0,0,0,239064,237165,1898,0,0,0,14987457,6761426,6752408,3362246,858264,50989,0,1901370,0,0,59444,390805,0,55937,73349,0,0,9018,0,0,0,0,0,0,484,0,0,0,0,8533,0,8226030,8226030,792550,792550,0,3038990,0,0,-443424,0,0,3998330,0,0,795767,477639,318128,0,43816,0,0,0,14987457,604022,80882,-14409,-736,-189520,0,0,480237,1486185,-72131,-2196063,113571,0,0,-165722,0,-160059,-513981,-73140,3848,-3289683,4184543,-163466,0,215258,877358,50345,-3865,0,0,0,-377,0,46101,409478,552833,736,963048,0,0,6224636,5970988,253648,50681,93,0,5984,0,102450,207769,3755,490,3264,211034,46078.0,46052,-26,165009,165021,-12,2053,0
CTD,2019,4,14727405,800791,116191,684600,3241650,0,0,3241650,8797679,8416090,397567,0,0,0,198529,-214507,0,1626319,1626319,0,260964,3456,257508,0,0,0,1471429,0,0,0,0,0,0,0,0,704482,606653,1055852,-449198,0,0,0,97828,118687,-20859,49603,69677,-20074,161115,160541,574,394287,0,394287,0,0,0,161939,161939,0,0,0,0,16198834,7729313,7710283,4571387,720914,87849,0,2102171,0,0,54781,41603,0,65205,66370,0,0,19030,0,0,0,0,0,0,542,0,0,0,12177,6310,0,8469520,8469520,792550,792550,0,3038990,0,0,-443424,0,0,3998330,0,0,1029019,710890,318128,0,54055,0,0,0,16198834,890730,108513,-6825,-636,-265593,0,0,726189,308668,-182795,-992606,186921,0,0,-207963,0,-167578,-329163,-76630,12686,-4708893,5374301,-168111,0,326064,759415,50345,-3865,0,0,0,-229028,0,-182548,247702,552833,255,800791,0,0,7470610,7133356,337254,68626,10,0,7918,0,134125,279664,10533,3489,7044,286708,25265.0,39341,14076,233289,233251,38,2905,0
CTD,2020,0,12867742,1396764,246931,1149833,1980960,130000,0,1850960,7648321,7562109,150550,0,0,262836,167278,-494454,0,1492037,1522030,-29993,349658,6387,343270,0,0,0,1289671,0,0,0,0,0,0,0,0,603825,510821,1008777,-497956,0,0,0,93003,119238,-26234,46847,69677,-22829,161507,160541,966,365159,0,63553,301605,0,0,112331,98248,14083,0,0,0,14157413,5758744,5753169,3307186,509692,61555,0,1563428,0,0,44573,93793,0,85109,87829,0,0,5574,0,0,0,0,0,0,2039,0,0,0,0,3535,0,8398669,8398669,792550,792550,0,3038990,0,0,-519526,0,0,4667193,0,0,365227,334374,30852,0,54234,0,0,0,14157413,427956,107825,327069,-55,-200859,0,0,661935,1008496,104288,-2077399,60759,0,0,-164932,0,-29992,-566844,-5073,8302,-3853486,4981340,0,0,260522,1391605,0,0,0,0,0,-229107,0,-229107,595653,800791,319,1396764,14589198,31112,14558086,13701679,856407,228216,462,0,-27004,0,655860,401295,39342,12681,26660,427956,243382.0,168392,-74990,334554,334374,179,4164,4164
CTD,2020,1,13441346,447905,307525,140380,3311150,0,0,3311150,7905074,7548082,410436,0,0,0,161063,-214507,0,1486960,1486960,0,290256,2379,287876,0,0,0,1427272,0,0,0,0,0,0,0,0,677862,581412,1037252,-455840,0,0,0,96450,118687,-22237,48914,69677,-20763,161115,160541,574,394357,0,394357,0,0,0,145021,143373,1648,0,0,0,14868618,6275635,6268743,3107122,827255,32975,0,2066688,0,0,69079,41354,0,73163,51103,0,0,6892,0,0,0,0,0,0,582,0,0,0,0,6310,0,8592983,8592983,792550,792550,0,3038990,0,0,-443424,0,0,3998330,0,0,1152427,123408,1029019,0,54109,0,0,0,14868618,154885,27308,8304,-572,-63348,0,0,126577,781756,139358,-1416219,19642,0,0,-62349,0,-15613,-426847,-734,6672,-1792000,1722500,0,0,137248,73686,0,0,0,0,0,-136,0,-136,-353297,800791,411,447905,0,0,3553806,3359431,194375,62272,2,0,1547,0,109492,148700,6857,671,6185,154885,59075.0,45249,-13826,123462,123408,54,1537,0
CTD,2020,2,13648292,225702,188632,37070,3455990,0,0,3455990,8517922,8152472,396228,0,0,0,185587,-216366,0,1227587,1227587,0,221090,3997,217092,0,0,0,1357291,0,0,0,0,0,0,0,0,653584,558486,1033177,-474690,0,0,0,95097,118699,-23602,48225,69677,-21451,161115,160541,574,350094,0,77934,272160,0,0,144271,135775,8495,0,0,0,15005584,6534509,6527617,3287657,595297,81569,0,2062723,0,0,48975,270777,0,78099,102516,0,0,6892,0,0,0,0,0,0,582,0,0,0,0,6310,0,8471074,8471074,792550,792550,0,3038990,0,0,-443424,0,0,4667193,0,0,361591,281763,79827,0,54174,0,0,0,15005584,354015,54335,16010,-232,-82261,0,0,341867,266351,398732,-1491397,25622,0,0,-62349,0,-16563,-537736,-1445,7905,-2673500,2459160,0,0,170444,-37435,0,0,0,0,0,-234,0,-234,-575406,800791,318,225702,0,0,3971457,3727867,243590,61947,30027,0,-14171,0,70664,190675,13582,5127,8454,199130,54405.0,47558,-6847,158419,158354,64,1972,0
CTD,2020,3,12762652,362957,251767,111190,3194360,0,0,3194360,7453845,7060854,414561,0,0,0,197410,-218981,0,1457803,1457803,0,293686,3016,290669,0,0,0,1293364,0,0,0,0,0,0,0,0,628857,534674,1034048,-499373,0,0,0,94182,119127,-24944,47536,69677,-22140,161352,160541,811,343582,0,71422,272160,0,0,112035,112035,0,0,0,0,14056017,5546132,5498138,2898459,504648,89252,0,1745255,0,0,48975,41341,0,80970,89235,0,0,47994,0,0,0,0,0,0,914,0,0,0,40770,6310,0,8509884,8509884,792550,792550,0,3038990,0,0,-443424,0,0,4667193,0,0,400371,369272,31098,0,54204,0,0,0,14056017,470526,81304,22265,-171,-124497,0,0,449427,1298536,168516,-2279161,50343,0,0,-91532,0,-30613,-434483,-4628,8039,-3330650,3377940,0,0,174684,225385,0,0,0,0,0,-229054,0,-229054,-438151,800791,318,362957,2806614,31112,2775502,2607443,168058,48663,0,0,-6511,0,102921,107288,11005,1784,9221,116510,29039.0,28434,-605,88681,88651,30,1104,0
CTD,2020,4,12926699,1396764,246931,1149833,1850960,0,0,1850960,7841166,7604871,150550,0,0,262836,167278,-344371,0,1492037,1513584,-21546,345770,6387,339383,0,0,0,1276817,0,0,0,0,0,0,0,0,605054,512050,1035101,-523050,0,0,0,93003,119238,-26234,46847,69677,-22829,161507,160541,966,365159,0,63553,301605,0,0,98248,98248,0,0,0,0,14203517,5675695,5644523,3307186,379692,53856,0,1592482,0,0,44573,93793,0,85109,87829,0,0,31172,0,0,0,0,0,0,2039,0,0,0,25597,3535,0,8527822,8527822,792550,792550,0,3038990,0,0,-519526,0,0,4667193,0,0,494380,463281,31098,0,54234,0,0,0,14203517,588843,107947,171969,-55,-201965,0,0,666739,706785,112735,-2102244,60759,0,0,-164932,0,-33422,-753579,-5073,8302,-3590650,4981340,0,0,260522,1654441,0,-76101,0,0,0,-229107,0,-305208,595653,800791,319,1396764,4296193,0,4296193,4035990,260203,55788,-29111,0,-7868,0,222821,114413,7896,3992,3903,118317,54623.0,39451,-15172,94039,94008,30,1232,0
CTD,2021,0,12751059,884710,410710,474000,2400688,0,0,2400688,7424568,7158963,151909,0,22374,572630,179973,-661282,0,1692285,1720491,-28205,348806,9500,332795,6509,0,0,1173552,0,0,0,0,0,0,0,0,531147,420946,998130,-577184,2574,2663,-89,107627,130303,-22675,40740,64783,-24042,185212,160853,24359,334844,0,33238,301605,0,0,81607,38175,43432,0,0,0,13924612,5677051,5674507,3133166,415850,9773,10,1767972,0,0,37992,13316,1724,214059,80641,0,0,2543,0,0,0,0,0,0,0,0,0,0,0,2543,0,8247560,8247560,792550,792550,0,3038990,0,0,-621396,0,0,4667193,0,0,315375,24007,291368,0,54848,0,0,0,13924612,38153,104510,310234,567,-202960,1110,0,251616,377588,-198460,-59823,56960,0,-1077,-102377,0,-33262,421164,-47079,0,-4621017,3761495,0,0,226066,-680534,0,-177971,554766,-554766,0,-73792,0,-252736,-512106,1396764,52,884710,9077915,0,9077915,8802717,275197,277061,12928,1110,-30315,0,516298,-7282,57633,12197,45436,38153,72741.0,43392,-29349,24110,24007,103,323,323
CTD,2021,1,11844830,637944,250651,387293,2613250,0,0,2613250,7010374,7242927,124042,0,0,20000,117857,-494454,0,1240143,1275616,-35472,343118,4776,338341,0,0,0,1236941,0,0,0,0,0,0,0,0,582659,490565,1013766,-523201,0,0,0,92094,119238,-27144,42315,64783,-22467,162148,160541,1607,360333,0,58728,301605,0,0,89484,74805,14679,0,0,0,13081772,4706705,4701455,2758981,243915,18589,63701,1334537,0,0,118940,8318,0,70004,84465,0,0,5249,0,0,0,0,0,0,2039,0,0,0,0,3210,0,8375066,8375066,792550,792550,0,3038990,0,0,-597634,0,0,4667193,0,0,419703,54475,365227,0,54264,0,0,0,13081772,69471,26031,-1980,215,-34419,776,0,60094,337701,246414,-925241,25054,0,-776,-52591,0,-5112,-184456,-2068,0,-2081300,1561846,0,0,101378,-420143,0,-154210,338710,-338710,0,0,0,-154210,-758810,1396764,-10,637944,2568570,0,2568570,2448565,120005,68163,993,0,-4825,0,120158,62192,10256,2977,7278,69471,16157.0,15561,-596,54505,54475,29,731,0
CTD,2021,2,12371068,652103,572103,80000,3015470,0,0,3015470,6962967,7111375,170776,0,0,20000,171558,-510743,0,1419915,1494872,-74956,320611,5478,315132,0,0,0,1205020,0,0,0,0,0,0,0,0,559494,467580,997604,-530024,0,0,0,91913,110052,-18138,41662,64783,-23121,161926,160995,930,352745,0,51140,301605,0,0,89192,63580,25612,0,0,0,13576089,5230417,5225313,2796911,420593,27337,50,1651131,0,0,88206,83661,0,73078,84343,0,0,5104,0,0,0,0,0,0,2039,0,0,0,0,3064,0,8345671,8345671,792550,792550,0,3038990,0,0,-597634,0,0,4667193,0,0,390295,99352,290943,0,54277,0,0,0,13576089,128651,51803,61536,0,-96910,949,0,146030,424432,27158,-465044,35576,0,-949,-71834,0,-5449,219919,-4604,405,-2594520,1672846,0,0,139257,-786615,0,-177965,338710,-338710,0,-177965,0,0,-744661,1396764,0,652103,0,0,2550411,2415698,134712,47280,235,173,-7588,0,121996,52173,11282,4275,7006,59180,36156.0,25224,-10932,44888,44876,12,611,0
CTD,2021,3,11815545,1225020,959761,265259,1765237,5837,0,1759400,6875282,6318526,227614,0,0,719410,159326,-549596,0,1623185,1645942,-22756,326819,-9638,336457,0,0,0,1195828,0,0,0,0,0,0,0,0,547769,443671,981478,-537807,0,0,0,104098,124364,-20266,41008,64783,-23775,162628,160995,1633,343073,0,41467,301605,0,0,101348,65389,35958,0,0,0,13011373,4700327,4642959,2364361,497869,33247,10,1438044,0,0,79080,81113,0,65775,83456,0,0,57368,0,0,0,0,0,0,1875,0,0,0,0,55493,0,8311046,8311046,792550,792550,0,3038990,0,0,-621396,0,0,4667193,0,0,378893,87525,291368,0,54815,0,0,0,13011373,116803,78494,102013,473,-170527,949,0,128207,1165650,-123911,-1079195,48885,0,-949,-73306,0,-6658,182883,-41111,21795,-3481831,3116817,0,0,207615,-176713,0,-177971,338710,-338710,0,0,0,-177971,-171801,1396764,57,1225020,1070493,0,1070493,1053673,16819,77391,2368,-41,-9672,0,90427,-8257,179,3769,-3590,-11847,20643.0,10297,-10346,-11798,-11826,28,-174,0
CTD,2021,4,13519392,884710,410710,474000,2400688,0,0,2400688,8326790,7975553,270481,0,42064,520000,179973,-661282,0,1558213,1586418,-28205,348990,9500,332795,6693,0,0,1173552,0,0,0,0,0,0,0,0,531147,420946,998130,-577184,2574,2663,-89,107627,130303,-22675,40740,64783,-24042,185212,160853,24359,334844,0,33238,301605,0,0,81607,38175,43432,0,0,0,14692945,6445200,6442656,3018833,1189518,9773,10,1876787,0,0,37992,13316,1724,214059,80641,0,0,2543,0,0,0,0,0,0,0,0,0,0,0,2543,0,8247744,8247744,792550,792550,0,3038990,0,0,-621396,0,0,4667193,0,0,315559,24190,291368,0,54848,0,0,0,14692945,38153,104510,310234,567,-202960,1110,0,251616,-577447,-64387,708509,56960,0,-1077,-102377,0,-33262,368533,-47079,0,-4568386,3761495,0,0,226066,-627903,0,-177971,554766,-554766,-972,-73792,0,-252736,-512106,1396764,52,884710,2918246,0,2918246,2921264,-3017,84224,9330,-119,-8229,0,183714,-120067,42592,1175,41417,-78649,-401.0,-7874,-7473,-63301,-63334,33,-853,0
CTD,2022,0,17465000,1064440,635440,429000,1778375,248930,-60723,1590168,11235427,10926639,596908,0,0,432045,329101,-1049267,0,2837856,2908572,-70716,548901,7735,537251,3914,0,0,1502071,403407,0,0,0,0,0,403407,0,560040,446789,1110734,-663945,2041,2663,-621,111209,143308,-32098,37580,63191,-25610,24927,0,24927,311021,0,9415,301605,0,0,165093,97818,67275,0,0,0,18967071,10753109,10226584,5188557,2120832,8000,25,2022063,0,0,11438,16326,553076,229002,77260,0,0,526524,0,0,0,0,0,0,0,524113,0,0,0,2411,0,8213962,8213962,788308,788308,0,3019470,0,0,-597634,0,0,4667193,0,0,336087,315375,20712,0,537,0,0,0,18967071,34825,106288,520133,-737,-352020,79172,0,387662,-3284746,-1188081,2860222,-57877,-248930,-55907,-35242,0,-4189,-1627091,-194756,1955,-4539662,5490768,-524581,183224,316509,733457,0,0,2241903,-1167712,-816,0,0,1073373,179739,884710,-10,1064440,14538688,1739,14536948,14050214,486734,380957,162645,79172,-23822,0,734758,-53535,93606,5245,88361,34825,61720.0,37877,-23843,20791,20712,79,280,280
CTD,2022,1,14094078,528629,501450,27178,3097183,0,0,3097183,8438206,7958232,359952,0,57769,552630,171631,-662010,0,1640020,1666975,-26954,390037,7219,339004,43814,0,0,1213915,0,0,0,0,0,0,0,0,548904,440937,1035438,-594501,2442,2663,-220,105523,130303,-24779,39223,63191,-23968,231057,160853,70203,329619,0,28014,301605,0,0,65111,33822,31288,0,0,0,15307993,7031160,6530256,2390371,1731730,0,23,1934956,0,0,43285,10062,135337,206199,78288,0,0,500903,0,0,0,0,0,0,0,498577,0,0,0,2325,0,8276832,8276832,792550,792550,0,3038990,0,0,-621396,0,0,4667193,0,0,344604,29228,315375,0,54891,0,0,0,15307993,38848,25891,-4330,55,-71756,10933,0,-357,34460,53515,-411494,6633,0,-716,-4507,0,-2729,-325196,-75582,0,-2244517,1568022,0,0,89571,-662507,0,0,681628,-50000,0,0,0,631628,-356075,884710,-5,528629,1912515,0,1912515,1845882,66632,75559,11870,-10933,-5224,0,88581,36516,2594,261,2332,38848,-14711.0,-2567,12144,29272,29228,43,396,0
CTD,2022,2,15371788,913484,455395,458088,2784460,219601,-20454,2585313,9139847,8813326,415360,0,22374,595730,211586,-918531,0,2103783,2134601,-30817,430212,7797,373773,48641,0,0,1084991,0,0,0,0,0,0,0,0,543303,437171,1053705,-616534,2309,2663,-353,103822,130703,-26881,38680,63191,-24510,68210,0,68210,323759,0,22154,301605,0,0,111037,31695,79341,0,0,0,16456780,8258170,7727776,2608292,1888179,29540,71,1998084,0,0,147964,12764,786214,179085,77579,0,0,530393,0,0,0,0,0,0,0,527927,0,0,0,2466,0,8198609,8198609,792550,0,0,3038990,0,0,-621396,0,0,4667193,0,0,320744,0,0,0,528,0,0,0,16456780,11061,52291,255149,183,-216218,30001,0,132468,-898452,-414110,114109,8182,0,-7148,-9822,0,-3767,-1298142,-107217,1898,-3270089,3062364,183224,145443,0,15623,0,0,1451593,-140302,0,0,0,1311291,28772,884710,690024,913484,3282372,1739,3280633,3064943,215689,152296,47468,19068,-5859,0,360485,-45828,22012,3971,18040,-27787,92151.0,44098,-48053,-23832,-23859,27,-323,0
CTD,2022,3,16645580,415979,381979,34000,2221012,255462,-36665,2002215,10309841,9113089,740202,0,22374,649595,745231,-960652,0,3197022,3219890,-22868,501724,4837,496887,0,0,0,1111107,0,0,0,0,0,0,0,0,573068,468771,1109168,-640397,2175,2663,-487,102121,131075,-28953,38130,63191,-25060,22633,0,22633,318402,0,16797,301605,0,0,158871,59985,98885,0,0,0,17756688,9561593,9034316,3090093,2295969,32878,106,2177686,0,0,144700,17258,938910,259132,77579,0,0,527276,0,0,0,0,0,0,0,524805,0,0,0,2471,0,8195094,8195094,792550,792550,0,3038990,0,0,-621396,0,0,4667193,0,0,317207,1831,315375,0,550,0,0,0,17756688,8040,78911,387873,305,-291235,54572,0,238467,-1599418,-1499399,1216353,-17146,0,-42745,-26620,0,-3834,-1989807,-139884,1955,-4155167,4476674,-524581,183224,218430,60650,0,0,1879895,-419472,0,0,0,1460422,-468733,884710,3,415979,3113499,0,3113499,3080631,32867,83086,43900,24570,-5357,0,103459,-36763,41416,7673,33742,-3020,39583.0,20039,-19544,-3514,-3536,21,-48,0
CTD,2022,4,17465279,1064440,635440,429000,1780172,248930,-60723,1591965,11231357,10926639,596908,0,0,432045,325032,-1049267,0,2837856,2908572,-70716,551452,7735,537251,6465,0,0,1499519,380464,0,0,0,0,0,380464,0,560040,446789,1110734,-663945,2041,2663,-621,111209,143308,-32098,37580,63191,-25610,47870,0,47870,311021,0,9415,301605,0,0,162542,97818,64724,0,0,0,18964799,10750837,10224312,5059531,2042366,8000,25,2151090,0,0,89904,14054,553076,229002,77260,0,0,526524,0,0,0,0,0,0,0,524113,0,0,0,2411,0,8213962,8213962,788308,788308,0,3019470,0,0,-597634,0,0,4667193,0,0,336087,315375,20712,0,537,0,0,0,18964799,34825,106288,520133,-737,-352020,79172,0,387662,-3285026,-1188081,2861318,-57877,-248930,-55752,-35242,0,-4189,-1626119,-194756,1955,-4541459,5490768,-524581,183224,318306,733457,0,0,2241903,-1168529,-972,0,0,1072401,179739,884710,-10,1064440,6230300,0,6230300,6058401,171899,70185,59577,24600,-7381,0,182585,-7460,27988,-6256,34244,26784,-60405.0,-26244,34161,18867,18880,-12,256,0
CTD,2023,1,18568408,1984333,742333,1242000,2239829,254033,-60723,2046518,11316856,10928062,695800,0,0,432045,323155,-1062206,0,2529356,2598371,-69014,498031,4756,486699,6575,0,0,1473313,405857,0,0,0,0,0,405857,0,535569,424757,1110793,-686035,1910,2663,-752,108902,143308,-34406,37375,63692,-26317,30177,0,30177,305216,0,3611,301605,0,0,159115,93018,66097,0,0,0,20041721,11805698,11304865,3976134,2801318,1413,106,2389966,0,0,6330,1165522,664570,222659,76840,0,0,500832,0,0,0,0,0,0,0,498421,0,0,0,2411,0,8236023,8236023,788308,788308,0,3019470,0,0,-597634,0,0,4667193,0,0,358178,336087,22091,0,507,0,0,0,20041721,29350,25666,6863,47,-78165,24801,0,8564,-41065,310201,1006370,7779,-5102,-37870,-8772,0,-655,1239448,-24539,168,-890899,434548,0,0,75864,-404857,0,0,394795,-309516,0,0,0,85279,919870,1064440,22,1984333,3129647,0,3129647,3074047,55599,84526,31800,0,-5804,0,72415,30105,599,1353,-754,29350,4933.0,6111,1178,22060,22091,-30,299,0
CTD,2023,2,19883836,1882761,631761,1251000,2180463,249546,-24470,1955387,12079221,11590198,895268,0,0,379716,331701,-1117663,0,3148105,3216178,-68073,593283,7323,585960,0,0,0,1491033,399121,0,0,0,0,0,399121,0,523314,414957,1122804,-707847,1777,2663,-885,106580,143308,-36728,50212,77150,-26938,32705,0,32705,304072,0,2467,301605,0,0,181606,99084,82522,0,0,0,21374869,13103121,12602839,5113190,2929539,20884,116,2109998,0,0,6433,1434766,697322,214573,76012,0,0,500282,0,0,0,0,0,0,200,497728,0,0,0,2353,0,8271747,8271747,788308,788308,0,2958324,0,0,-530940,0,0,4667193,0,0,388351,336087,52263,0,510,0,0,0,21374869,68768,50553,61107,-56,-169420,50184,0,61136,-985407,-307605,2228082,-854,-615,-51963,-9940,0,-1542,931291,-40258,168,-1768737,1416846,0,0,156619,-235362,5547,0,817103,-700287,0,0,0,122364,818293,1064440,27,1882761,3620619,1728,3618890,3517861,101029,94584,35409,25383,-1144,36,120408,38616,1766,965,801,39417,42089.0,25665,-16424,30176,30172,3,409,0
CTD,2024,1,18917398,2224993,779993,1445000,1853985,236606,-15253,1632632,11279565,10688942,1055395,0,0,482292,248131,-1195196,0,2928237,2988670,-60432,630617,16234,614382,0,0,0,1633463,560685,0,8992,0,0,11924,539768,0,492106,385765,1111550,-725785,1643,2663,-1019,104697,143755,-39058,60670,90764,-30094,33019,0,33019,306075,0,2469,303605,0,0,180907,89650,91256,0,0,0,20550862,12212515,11712930,4381295,2882228,31216,217,3069106,0,0,5734,405957,636002,226016,75154,0,0,499585,0,0,0,0,0,0,200,497036,0,0,0,2348,0,8338347,8338347,1036332,1036332,0,2958324,0,0,-530940,0,0,4419168,0,0,454945,388315,66629,0,517,0,0,0,20550862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4123955,0,4123955,4023750,100205,101489,32498,24162,2,0,83006,86192,401,394,7,86199,37031.0,28297,-8734,66636,66629,6,892,0
CTD,2024,2,19889440,2842181,1336181,1506000,1768453,222491,-10347,1556309,11845187,11669914,1031585,0,0,79299,322341,-1257954,0,2602818,2663225,-60407,830800,13421,817379,0,0,0,1762452,602893,0,8992,0,0,42617,551283,0,474509,367980,1112210,-744230,1509,2663,-1153,105020,146603,-41583,68133,100899,-32766,119737,0,119737,306076,0,2470,303605,0,0,191102,97075,94027,0,0,0,21651893,13244460,12745683,5770246,2471408,39809,110,2752021,0,0,5503,870109,581932,179425,75116,0,0,498777,0,0,0,0,0,0,220,496344,0,0,0,2212,0,8407432,8407432,1036332,1036332,0,2958324,0,0,-530940,0,0,4419168,0,0,524026,388315,135711,0,520,0,0,0,21651893,175545,48128,63049,-620,-157626,45953,0,174428,-571935,552953,437204,-1870,27054,-44925,-35424,0,-1348,536137,-374950,364,-1717810,2413689,-13515,64845,169369,541991,0,0,1175865,-1293685,-907,0,0,-118727,959400,1882761,19,2842181,5659931,0,5659931,5490741,169189,67237,30684,0,909033,4,122354,83383,7240,1278,5962,89345,25802.0,23031,-2771,69085,69081,3,668,0
CTD,2024,3,18590373,2382337,712257,1670080,955362,238694,-953,717621,11233101,11364956,935481,0,11729,76199,200807,-1356072,0,2924051,2996256,-72204,1095520,10514,1085006,0,0,0,2342554,658379,0,8992,0,0,14217,635168,0,482765,378254,1210021,-831767,1377,2663,-1285,103133,148366,-45232,329141,364338,-35196,135922,0,135922,308200,0,2457,303605,0,2137,428145,251344,101425,0,0,75375,20932927,12413220,12387308,5033156,2246668,57719,4376,2387801,0,0,5252,932906,1478840,165470,75116,0,0,25912,0,0,0,0,0,0,220,22638,0,0,0,3053,0,8519706,8519706,1036332,1036332,0,2879707,0,0,-445191,0,244,4419168,0,0,628921,388315,240606,0,522,0,0,0,20932927,311745,13099,157292,-296,-189300,66510,0,359050,-518072,403426,-574731,-215246,10851,-72064,-68738,0,-1491,-677017,-483445,5227,-2566810,4146434,-261710,64845,247185,1151726,7132,0,2700399,-2681794,-907,0,0,24830,499539,1882761,36,2382337,4665851,0,4665851,4445080,220771,41635,11371,20556,-13,0,180672,70349,68781,2931,65849,136199,39267.0,35285,-3982,104896,104895,1,1205,0
