stock_code,year,quarter,BS_100,BS_110,BS_111,BS_112,BS_120,BS_121,BS_122,BS_123,BS_130,BS_131,BS_132,BS_133,BS_134,BS_135,BS_136,BS_137,BS_139,BS_140,BS_141,BS_149,BS_150,BS_151,BS_152,BS_153,BS_154,BS_155,BS_200,BS_210,BS_211,BS_212,BS_213,BS_214,BS_215,BS_216,BS_219,BS_220,BS_221,BS_222,BS_223,BS_224,BS_225,BS_226,BS_227,BS_228,BS_229,BS_230,BS_231,BS_232,BS_240,BS_241,BS_242,BS_250,BS_251,BS_252,BS_253,BS_254,BS_255,BS_260,BS_261,BS_262,BS_263,BS_268,BS_269,BS_270,BS_300,BS_310,BS_311,BS_312,BS_313,BS_314,BS_315,BS_316,BS_317,BS_318,BS_319,BS_320,BS_321,BS_322,BS_323,BS_324,BS_330,BS_331,BS_332,BS_333,BS_334,BS_335,BS_336,BS_337,BS_338,BS_339,BS_340,BS_341,BS_342,BS_343,BS_400,BS_410,BS_411,BS_411a,BS_411b,BS_412,BS_413,BS_414,BS_415,BS_416,BS_417,BS_418,BS_419,BS_420,BS_421,BS_421a,BS_421b,BS_422,BS_429,BS_430,BS_431,BS_432,BS_440,CF_001,CF_002,CF_003,CF_004,CF_005,CF_006,CF_007,CF_008,CF_009,CF_010,CF_011,CF_012,CF_013,CF_014,CF_015,CF_016,CF_017,CF_020,CF_021,CF_022,CF_023,CF_024,CF_025,CF_026,CF_027,CF_030,CF_031,CF_032,CF_033,CF_034,CF_035,CF_036,CF_037,CF_040,CF_050,CF_060,CF_061,CF_070,IS_001,IS_002,IS_010,IS_011,IS_020,IS_021,IS_022,IS_023,IS_024,IS_025,IS_026,IS_030,IS_031,IS_032,IS_040,IS_050,IS_050.1,IS_051,IS_052,IS_060,IS_061,IS_062,IS_070,IS_071
ACV,2016,0,22151492,3165744,2793482,372262,13640000,28644,-28644,13640000,4248404,1699653,918588,0,0,0,1712502,-82339,0,721296,721296,0,376046,25612,232586,117847,0,0,25185221,258668,0,0,0,0,0,480301,-221632,21707592,21673876,35952955,-14279079,4065,4065,0,29650,47687,-18036,32243,37252,-5009,738376,0,738376,1240339,0,957485,299053,-16200,0,1208001,92095,252490,6325,0,857090,47336713,22283027,8254716,1307996,5561,193602,1128932,1311779,0,0,21352,3327275,262660,13000,682554,0,0,14028310,0,0,0,0,0,0,62249,13964208,0,0,1852,0,0,25053686,25053686,21771732,21771732,0,14602,0,0,0,0,0,450312,0,0,2058397,1809509,248888,0,758641,0,0,0,47336713,3419428,3440648,63399,-236875,-864905,76487,0,5898182,-732549,-108835,2438453,119387,0,-58527,-1351626,676,-576317,5629050,-2221633,3353,-5316184,4013584,-56940,187510,793148,-2597161,0,0,419838,-503137,0,-2732612,0,-1817087,214800,2934592,16351,3165744,10675051,28631,10646420,6726951,3919469,1130365,137630,76487,51220,527517,980761,3455146,15071,50789,-35717,3419428,560636.0,631018,70382,2718027,2572546,145481,1045,0
ACV,2017,0,26343133,1313665,913665,400000,17563000,0,0,17563000,6957603,2043091,1373464,0,0,0,3571079,-30032,0,404108,404108,0,104755,17868,53728,33158,0,0,22819792,352941,0,0,0,0,0,352941,0,18989231,18987853,36768825,-17780972,0,0,0,1377,14964,-13586,0,0,0,635700,0,635700,2695061,0,2511561,184800,-1300,0,146857,57906,88951,0,0,0,49162925,21778430,7354070,1124603,20708,238645,1080988,923724,0,0,19356,3538730,148235,0,259077,0,0,14424359,0,0,0,0,0,0,80806,14327552,0,0,0,16000,0,27384495,27384495,21771732,21771732,0,14602,0,0,0,0,0,702011,0,0,4848782,748281,4100501,0,47365,0,0,0,49162925,5343473,4165022,11419,489588,-1193909,96165,0,8911760,-3219196,33447,2116471,10695,0,-95436,-1316845,2227,-2049685,4393438,-1370121,21540,-12720500,8725500,0,-444462,963162,-4824880,0,0,31402,-145760,0,-1306211,0,-1420569,-1852012,3165744,-67,1313665,13873411,43196,13830215,8182344,5647870,1121661,606234,96165,256923,293254,808621,5318344,27520,2391,25128,5343473,882199.0,1051976,169777,4121720,4100501,21219,1883,0
ACV,2018,0,31264131,638390,628390,10000,23730400,0,0,23730400,6126277,2488058,382816,0,0,0,3285313,-29911,0,469505,469505,0,299557,32501,194016,73039,0,0,22259856,321162,6300,0,0,0,0,314862,0,18378605,18375300,40099569,-21724268,0,0,0,3304,18575,-15270,0,0,0,591404,0,591404,2791368,0,2607868,184800,-1300,0,177315,69369,107946,0,0,0,53523988,22775182,7620617,1142847,28198,73947,1026311,888121,0,0,9234,3869475,150932,0,431547,0,0,15154564,0,0,0,0,0,0,90353,15043360,0,0,0,20850,0,30748805,30748805,21771732,21771732,0,14602,0,0,-572,0,0,2550573,0,0,6359930,5725808,634121,0,52538,0,0,0,53523988,7574998,3960918,4729,638238,-1668075,95084,-1547,10604345,-177217,-61561,366761,-26095,0,-95942,-2027663,0,-649944,7932681,-2019795,724,-9913400,3746000,0,0,1454141,-6732329,0,-572,234180,-149492,0,-1959379,0,-1875263,-674911,1313665,-362,638390,16138803,48925,16089877,8317720,7772157,1363440,755865,95084,321141,306173,878228,7516470,86011,27484,58527,7574998,1465134.0,1446139,-18995,6147854,6135334,12519,2630,0
ACV,2018,4,31669965,638390,628390,10000,23730400,0,0,23730400,6460063,2486427,670730,0,0,0,3332948,-30042,0,493483,493483,0,347627,29315,197096,121215,0,0,22074034,328796,6300,0,0,0,0,322496,0,18250582,18247277,39981131,-21733853,0,0,0,3304,18575,-15270,0,0,0,513058,0,513058,2810937,0,2627437,184800,-1300,0,170658,69375,101283,0,0,0,53743999,23208541,8047141,1314020,28078,110633,1022624,926111,0,0,9502,3772618,154843,0,708707,0,0,15161400,0,0,0,0,0,0,97189,15043360,0,0,0,20850,0,30535458,30535458,21771732,21771732,0,14602,0,0,-572,0,0,2550573,0,0,6146582,5516723,629858,0,52538,0,0,0,53743999,7627885,3954391,4860,642244,-1979612,95673,0,10345442,1146051,-93239,-521798,-22915,0,-95942,-2027663,0,-627834,8102101,-2363794,449,-9913400,3746000,0,0,1634577,-6896168,0,-572,234180,-149492,0,-1964959,0,-1880844,-674911,1313665,-362,638390,4178903,36794,4142109,2465359,1676749,380940,347251,24327,81663,81000,280592,1430510,78897,3522,75374,1505884,264688.0,253999,-10689,1262574,4149,1258425,520,0
ACV,2019,0,37291466,349666,343666,6000,30921500,0,0,30921500,5360502,2649756,230029,0,0,0,2510610,-29893,0,493477,493477,0,166320,25094,129964,11261,0,0,20884728,304526,6300,0,0,0,0,298226,0,16345334,16340489,41893901,-25553411,0,0,0,4844,21353,-16509,0,0,0,865253,0,865253,2962726,0,2777926,184800,0,0,406888,304772,102115,0,0,0,58176195,21418960,6518193,1257864,41996,609153,1127424,795664,0,0,3925,2431415,240059,0,10688,0,0,14900767,0,0,0,0,0,0,117061,14759541,0,0,0,24163,0,36757234,36757234,21771732,21771732,0,14602,0,0,-2285,0,0,6034593,0,0,8885438,8201155,684283,0,53152,0,0,0,58176195,10155787,3920049,1996,-37379,-2254546,96418,43,11882369,976096,-37740,-1016786,-227317,0,-96685,-1710830,0,-702717,9066386,-1958513,4433,-11187500,3996400,0,0,1906032,-7239148,0,-1713,0,-154993,0,-1959254,0,-2115962,-288723,638390,-1,349666,18364352,35801,18328551,8994924,9333627,1919789,103842,96418,382862,379134,1006436,10146866,9838,917,8921,10155787,1927661.0,1934645,6984,8214156,8201155,13001,3450,0
ACV,2019,1,33470647,1064312,1037312,27000,25164000,0,0,25164000,6554371,2547614,313673,0,0,0,3722995,-29911,0,452274,452274,0,235689,26882,189644,19162,0,0,22237973,312500,6300,0,0,0,0,306200,0,17933531,17930529,40664423,-22733894,0,0,0,3002,18575,-15573,0,0,0,612097,0,612097,2918958,0,2685458,184800,-1300,50000,460886,352697,108188,0,0,0,55708621,22953192,7920679,999868,7698,485402,681885,800207,0,0,32835,4491606,154251,0,266922,0,0,15032512,0,0,0,0,0,0,101744,14908706,0,0,0,22062,0,32755429,32755429,21771732,0,0,14602,0,0,-1518,0,0,2550573,0,0,8364238,1993908,6370330,0,55799,0,0,0,55708621,2473340,1005604,1212,-52704,-463915,23404,0,2986942,-183971,17231,237070,-277708,0,-41059,-104318,0,-183462,2450723,-678843,0,-1656000,172400,0,0,214087,-1948356,0,-945,0,-75466,0,-2,0,-76414,425952,638390,-30,1064312,4447435,8918,4438516,2140927,2297589,428983,24873,23404,92589,94561,228767,2470960,2389,9,2379,2473340,476655.0,476413,-242,1997169,1993908,3261,916,0
ACV,2019,2,36626003,821139,821139,0,28372500,0,0,28372500,6780645,2591118,265915,0,0,0,3953522,-29911,0,429500,429500,0,222218,42660,167836,11720,0,0,22103124,312500,6300,0,0,0,0,306200,0,17559996,17556680,41247337,-23690656,0,0,0,3316,19003,-15687,0,0,0,608556,0,608556,3178096,0,2694596,184800,-1300,300000,443974,334960,109014,0,0,0,58729128,26519612,11034987,1106257,5364,431027,709568,906117,0,0,15008,7158452,158901,0,544289,0,0,15484625,0,0,0,0,0,0,103263,15358087,0,0,0,23275,0,32209515,32209515,21771732,0,0,14602,0,0,-1518,0,0,6034593,0,0,4343699,3696832,646867,0,46405,0,0,0,58729128,4563003,2009866,2425,404326,-1052359,47988,32,5975283,-523040,40005,1125360,-275750,0,-47675,-656620,0,-187907,5449654,-1210222,1811,-6524500,1582400,0,0,987482,-5163028,0,-945,0,-75466,0,-27002,0,-103414,183211,638390,-462,821139,4477953,7796,4470156,2181218,2288938,446904,484221,24584,144267,93218,217179,2085490,4684,511,4172,2089663,385294.0,384469,-825,1706018,1702923,3094,718,0
ACV,2019,3,38476919,676416,676416,0,31382500,0,0,31382500,5840809,2454611,269853,0,0,0,3146256,-29911,0,427726,427726,0,149466,33608,104384,11473,0,0,21225905,312500,6300,0,0,0,0,306200,0,16810252,16805962,41422327,-24616365,0,0,0,4290,20334,-16044,0,0,0,672142,0,672142,3002900,0,2719400,184800,-1300,100000,428108,319221,108886,0,0,0,59702824,25251011,10006581,881739,4272,726608,763961,868430,0,0,31889,6094070,247323,0,388285,0,0,15244430,0,0,0,0,0,0,104732,15117060,0,0,0,22637,0,34451813,34451813,21771732,0,0,14602,0,0,-1518,0,0,6034593,0,0,6582607,5898330,684276,0,49795,0,0,0,59702824,7297601,3014278,3637,327692,-1643626,72787,43,9072413,337867,32124,261460,-250280,0,-90465,-1058818,0,-299360,8004940,-1620502,924,-9837500,2085400,0,0,1560720,-7810958,0,-945,0,-154993,0,-4,0,-155944,38038,638390,-13,676416,4591365,0,4591365,2179422,2411943,573457,29166,24798,83041,90214,211947,2737113,1044,1645,-601,2736511,529556.0,529683,127,2206700,2203412,3288,933,0
ACV,2019,4,38496246,349743,343743,6000,30921500,0,0,30921500,6575347,2594673,248385,0,0,0,3762199,-29911,0,489334,489334,0,160320,25037,129755,5527,0,0,20814347,304526,6300,0,0,0,0,298226,0,16214120,16209276,41752156,-25542879,0,0,0,4844,21353,-16509,0,0,0,916716,0,916716,2966272,0,2781472,184800,0,0,412711,304776,107935,0,0,0,59310593,22424593,7527507,1246280,38965,725732,831588,733095,0,0,4385,3694896,241872,0,10688,0,0,14897086,0,0,0,0,0,0,114810,14758112,0,0,0,24163,0,36886000,36886000,21771732,0,0,14602,0,0,-2285,0,0,6034593,0,0,9014169,8329885,684283,0,53187,0,0,0,59310593,10316282,3952218,3550,-36400,-2264390,95802,43,12067105,-407132,-29484,392907,-227264,0,-97117,-1710830,0,-643948,9344234,-2237140,1176,-11187500,3996400,0,0,1910149,-7516914,0,-1713,0,-154993,0,-1959259,0,-2115966,-288646,638390,-1,349743,4812811,19934,4792877,2455363,2337513,921173,25859,23015,67772,92193,260401,2948004,75335,4658,70676,3018681,581830.0,582781,951,2434947,2431554,3392,1024,0
ACV,2020,0,37974177,498768,498768,0,33185000,0,0,33185000,3810895,2317849,261069,0,0,0,1290932,-58955,0,356975,356975,0,122538,23383,23159,75995,0,0,18928112,277516,6300,0,0,0,0,271216,0,14336420,14333364,42891304,-28557940,0,0,0,3055,21823,-18767,0,0,0,1064574,0,1064574,2890880,0,2723868,184800,-17787,0,358721,302263,56457,0,0,0,56902290,19337072,3892509,823447,12927,91583,781357,191160,0,0,4205,1172275,247880,0,567672,0,0,15444563,0,0,0,0,0,0,77852,15345303,0,0,296,21110,0,37565218,37565218,21771732,21771732,0,14602,0,0,-2918,0,0,6034593,0,0,9705052,1647476,8057576,0,42155,0,0,0,56902290,2000260,2992133,41292,842181,-2370090,96219,0,3601996,1702598,134714,-1509549,4220,0,-96319,-902424,0,-272746,2662491,-2414386,303,-3886000,1622500,0,0,2416146,-2261435,0,-632,0,-245558,0,-3223,0,-249414,151640,349666,-2538,498768,7790879,23410,7767469,6378052,1389416,2231498,968296,96219,146910,146210,666030,1987287,13347,374,12972,2000260,267799.0,313256,45457,1641546,1647476,-5929,577,0
ACV,2020,1,38359635,478732,478732,0,32435500,0,0,32435500,4855825,2656779,201859,0,0,0,2027079,-29893,0,491679,491679,0,97898,26061,42637,29198,0,0,20382456,304526,6300,0,0,0,0,298226,0,15838476,15830960,42205611,-26374650,0,0,0,7515,24840,-17324,0,0,0,850625,0,0,2996931,0,2812131,184800,0,0,391896,289781,102115,0,0,0,58742091,21259711,6462310,872290,10594,809438,864256,818905,0,0,24011,2005999,238802,0,818012,0,0,14797400,0,0,0,0,0,0,121547,14651689,0,0,0,24163,0,37482380,37482380,21771732,0,0,14602,0,0,-2285,0,0,6034593,0,0,9609036,1548658,8060378,0,54701,0,0,0,58742091,1926724,812319,0,15869,-582935,23333,0,2195311,823785,1703,-766022,14024,0,-40837,-202424,0,-17760,2007780,-580625,115,-1670000,156000,0,0,333692,-1760817,0,0,0,-120029,0,-14,0,-120044,126918,349666,2146,478732,3634688,169,3634519,2011662,1622856,544940,41571,23333,44204,71630,173601,1925197,1589,62,1526,1926724,376517.0,376517,0,1550206,1548658,1548,711,0
ACV,2020,2,39132404,457544,446044,11500,33368000,0,0,33368000,4721286,2410311,282616,0,0,0,2058253,-29893,0,505418,505418,0,80153,52542,18311,9299,0,0,19736787,304526,6300,0,0,0,0,298226,0,15280577,15272974,42356795,-27083820,0,0,0,7602,25775,-18173,5077,88267,-83189,908365,0,908365,2856691,0,2671891,184800,0,0,381549,279434,102115,0,0,0,58869191,21750978,6627218,796337,123577,922441,624757,775442,0,0,10987,2307484,246974,0,819214,0,0,15123760,0,0,0,0,0,0,96658,15003295,0,0,0,23807,0,37118212,37118212,21771732,0,0,14602,0,0,-2285,0,0,6034593,0,0,9252153,1194463,8057690,0,47416,0,0,0,58869191,1569327,1596584,-355,375384,-1178195,47356,114,2410215,717483,-11811,-238415,-2108,0,-47647,-201106,0,-21228,2605382,-1196519,115,-2631000,184500,0,0,1267093,-2375809,0,0,0,-120029,0,-14,0,-120044,109527,349666,-1649,457544,1046134,0,1046134,1454673,-408539,570545,385297,24022,26214,23074,142766,-362918,5534,14,5520,-357397,-984.0,-984,0,-356412,-354195,-2217,-163,0
ACV,2020,3,38909868,583888,583888,0,33396000,0,0,33396000,4409342,2139244,293943,0,0,0,2006048,-29893,0,459606,459606,0,61031,34686,16224,10120,0,0,19211934,300526,6300,0,0,0,0,294226,0,14633901,14626636,42324877,-27698241,0,0,0,7264,26374,-19110,4744,82997,-78252,979555,0,979555,2880023,0,2695223,184800,0,0,413183,311068,102115,0,0,0,58121803,20831019,5585433,690853,13927,98080,921095,438883,0,0,18777,2445264,250628,0,707922,0,0,15245585,0,0,0,0,0,0,91528,15131236,0,0,0,22820,0,37290784,37290784,21771732,0,0,14602,0,0,-2285,0,0,6034593,0,0,9427151,1379442,8047709,0,44989,0,0,0,58121803,1672353,2201770,-1342,625631,-1586569,72207,0,2984051,917175,33549,52596,-15887,0,-89297,-902424,0,-132468,2847296,-1779469,330,-3250000,775500,0,0,1889321,-2364318,0,0,0,-250531,0,-23,0,-250554,232424,349666,1798,583888,1443118,0,1443118,1402357,40761,579097,287039,24850,36809,28459,185448,155721,596,161,434,156156,17582.0,17582,0,138573,141000,-2426,65,0
ACV,2020,4,37992980,498768,498768,0,33185000,0,0,33185000,3907299,2333685,271852,0,0,0,1331655,-29893,0,345784,345784,0,56128,23012,23160,9955,0,0,18999623,277516,6300,0,0,0,0,271216,0,14311523,14304025,42781464,-28477438,0,0,0,7497,27566,-20068,4607,82997,-78389,1075896,0,1075896,2924333,0,2739533,184800,0,0,405744,301429,104315,0,0,0,56992603,19356379,3911406,817803,12601,167652,781227,237167,0,0,4199,1068639,254432,0,567682,0,0,15444973,0,0,0,0,0,0,78559,15345303,0,0,0,21110,0,37636223,37636223,21771732,0,0,14602,0,0,-2918,0,0,6034593,0,0,9776058,1728349,8047709,0,42155,0,0,0,56992603,2087648,2991217,0,848918,-2374392,96851,0,3650244,1581047,145905,-1446802,5425,0,-96319,-902424,0,-274408,2662669,-2414386,298,-3886000,1622500,0,0,2420946,-2256641,0,-632,0,-250531,0,-3223,0,-254386,151640,349666,-2538,498768,1719335,18037,1701298,1486039,215258,538456,243559,24644,54310,23109,127608,413747,1695,148,1547,415294,73621.0,71422,-2199,346072,348906,-2833,160,0
ACV,2021,0,37567953,572833,571833,1000,32717000,0,0,32717000,3660055,2729716,405033,0,0,0,1020786,-495481,0,289723,289723,0,328341,13576,91570,223193,0,0,17411530,271101,5600,0,0,0,0,265501,0,12509813,12508492,43537464,-31028971,0,0,0,1320,22219,-20899,0,0,0,1685517,0,1685517,2707393,0,2534292,234800,-61699,0,237704,213270,24433,0,0,0,54979483,17326792,3688003,606684,58993,9568,933857,140814,0,0,2771,1196845,362423,0,376044,0,0,13638788,0,0,0,0,0,0,63393,13565918,0,0,407,9069,0,37652691,37652691,21771732,21771732,0,14602,0,0,-2918,0,0,6034593,0,0,9792696,479772,9312923,0,41985,0,0,0,54979483,990285,2529606,480437,-1411640,-1803298,88792,0,874183,-1086840,50195,450643,98800,0,-92074,-410000,0,-583756,-698850,-1651097,746,-1308500,1776500,0,0,2207567,1025216,0,0,0,-247880,0,-3,0,-247883,78482,498768,-4417,572833,4774331,22295,4752036,5537389,-785353,3253718,204089,88792,33260,84663,1231835,981037,9788,540,9248,990285,136415.0,168550,32135,789599,789769,-169,220,220
ACV,2021,1,37788891,578794,578794,0,32202500,0,0,32202500,4627457,3039217,318383,0,0,0,1328812,-58955,0,323061,323061,0,57078,21616,19202,16259,0,0,18518604,277516,6300,0,0,0,0,271216,0,13895054,13892560,43123901,-29231340,0,0,0,2493,21823,-19330,0,0,0,1078738,0,1078738,2935302,0,2768290,184800,-17787,0,331992,275534,56457,0,0,0,56307495,18060500,3238927,512962,26448,224906,650502,204107,0,0,15404,1015703,317884,0,271008,0,0,14821572,0,0,0,0,0,0,72918,14727246,0,0,296,21110,0,38246995,38246995,21771732,0,0,14602,0,0,-2918,0,0,6034593,0,0,10388809,683756,9705052,0,40175,0,0,0,56307495,1067222,673962,0,-422823,-521529,23020,0,819852,-705282,31452,-359465,28495,0,-40632,-110000,0,-296664,-632242,-574273,0,-355500,1338000,0,0,428302,836529,0,0,0,-123940,0,-2,0,-123942,80343,498768,-318,578794,1913264,9440,1903824,1549957,353866,901673,24107,23020,0,27239,138717,1065476,1773,27,1745,1067222,205399.0,205399,0,861823,863802,-1979,314,0
ACV,2021,2,38205061,525070,523070,2000,32666000,0,0,32666000,4633425,3395973,292234,0,0,0,1004172,-58955,0,301352,301352,0,79213,47834,23598,7780,0,0,18163452,276816,5600,0,0,0,0,271216,0,13386461,13384530,43250041,-29865510,0,0,0,1930,21823,-19892,0,0,0,1289750,0,1289750,2897703,0,2730691,184800,-17787,0,312720,256262,56457,0,0,0,56368513,18103167,3727359,424211,11752,412330,636329,165489,0,0,8113,1098945,309366,0,660820,0,0,14375807,0,0,0,0,0,0,67112,14287287,0,0,296,21110,0,38265346,38265346,21771732,0,0,14602,0,0,-2918,0,0,6034593,0,0,10407975,1161953,9246021,0,39361,0,0,0,56368513,1685100,1314858,0,-870425,-1029636,45352,0,1145250,-951311,41567,-448758,21550,0,-47240,-110000,0,-298981,-647923,-1018955,425,-824000,1343000,0,0,1299116,799586,0,0,0,-123940,0,-2,0,-123942,27720,498768,-1418,525070,1579378,7418,1571960,1497490,74469,926351,23246,22332,29303,25995,365725,615157,2768,47,2721,617878,110588.0,110588,0,507290,510084,-2794,190,0
ACV,2021,3,37713884,765884,760584,5300,32482500,0,0,32482500,4034741,3046450,451296,0,0,0,792374,-255379,0,280929,280929,0,149830,35686,32842,81301,0,0,17645133,276816,5600,0,0,0,0,271216,0,12924921,12923518,43403824,-30480305,0,0,0,1402,21823,-20420,0,0,0,1329138,0,1329138,2785338,0,2568326,234800,-17787,0,328917,233174,95742,0,0,0,55359017,17890286,3728431,435126,15450,118789,1061542,158051,0,0,12886,1037454,378885,0,510244,0,0,14161855,0,0,0,0,0,0,66557,14073889,0,0,296,21110,0,37468731,37468731,21771732,0,0,14602,0,0,-2918,0,0,6034593,0,0,9612350,299426,9312923,0,38370,0,0,0,55359017,610538,1930181,196423,-886014,-1385672,67831,0,533287,-903777,63944,320918,56785,0,-85682,-310000,0,-449556,-774080,-1388921,425,-1074000,1776500,0,0,1981462,1295466,0,0,0,-247880,0,-3,0,-247883,273502,498768,-6386,765884,363631,-6870,370501,1374225,-1003724,463954,24327,22478,-7204,28433,285821,-885556,2494,17,2476,-883080,26687.0,0,-26687,-856392,-990,-855401,-352,0
ACV,2021,4,37278054,572833,572833,0,32717000,0,0,32717000,3559423,2734922,409288,0,0,0,1019610,-604398,0,290018,290018,0,138779,13465,90585,34729,0,0,17562153,271101,5600,0,0,0,0,265501,0,12509669,12508349,43537314,-31028965,0,0,0,1320,22219,-20899,0,0,0,1677585,0,1677585,2724663,0,2551563,234800,-61699,0,379132,213084,166047,0,0,0,54840208,17167978,3528135,597320,57778,19907,818831,141609,0,0,2756,1148027,365869,0,376034,0,0,13639842,0,0,0,0,0,0,63393,13565918,0,0,1461,9069,0,37672229,37672229,21771732,0,0,14602,0,0,-2918,0,0,6034593,0,0,9812233,499310,9312923,0,41985,0,0,0,54840208,1018616,2529599,589353,-1408197,-1820569,89212,0,998017,-897740,49900,85254,99097,0,-92074,-410000,0,-583766,-751312,-1598491,746,-1308500,1776500,0,0,2207567,1077822,0,0,0,-247880,0,-147,0,-248027,78482,498768,-4417,572833,964506,4378,960128,1022674,-62546,958891,67810,21381,-635,3516,418382,406000,2525,447,2077,408078,213102.0,143963,-69139,333254,329639,3614,92,0
ACV,2022,0,40301028,2496515,894515,1602000,30498100,0,0,30498100,6473454,6288458,407195,0,0,0,1023024,-1245224,0,451188,451188,0,381769,22569,341390,17809,0,0,19800521,265501,5600,0,0,0,0,265501,-5600,11743852,11743098,45056915,-33313816,0,0,0,753,22367,-21613,0,0,0,4681667,0,4681667,2796013,0,2625250,234800,-64037,0,313486,146197,167288,0,0,0,60101549,16325095,5413187,916573,26572,1544217,970191,216401,0,0,2427,1162927,382035,0,191839,0,0,10911908,0,0,0,0,0,0,68156,10834404,0,0,278,9069,0,43776454,43776454,21771732,21771732,0,14602,0,0,-2918,0,0,6034593,0,0,15910919,9718142,6192777,0,47524,0,0,0,60101549,8789031,2338108,757680,-2335821,-1900709,73083,0,7721374,-3900241,-184510,103999,58079,0,-76892,-200000,0,-258759,3263049,-4982359,1348,-2071100,4290000,0,0,1792180,-969930,0,0,0,-362423,0,-24,0,-362448,1930670,572833,-6987,2496515,13899939,93004,13806935,7308367,6498567,4113978,93959,73083,178867,220063,1704785,8772605,17474,1048,16426,8789031,1984991.0,1842007,-142984,7090008,7084469,5538,2845,2845
ACV,2022,1,36774806,746927,746927,0,30568000,0,0,30568000,5038754,3469294,944346,0,0,0,1143689,-518575,0,299789,299789,0,121334,15900,83060,22373,0,0,17061687,271101,5600,0,0,0,0,265501,0,12007095,12005962,43573249,-31567286,0,0,0,1132,21979,-20847,0,0,0,1841303,0,1841303,2726962,0,2553862,234800,-61699,0,215224,190790,24433,0,0,0,53836493,15482627,2288788,375374,14785,97179,639173,195344,0,0,13848,382508,355299,0,215273,0,0,13193839,0,0,0,0,0,0,62299,13122063,0,0,407,9069,0,38353865,38353865,21771732,0,0,14602,0,0,-2918,0,0,6034593,0,0,10493617,700920,9792696,0,42238,0,0,0,53836493,1088494,576000,23093,-268570,-412780,20338,0,1026576,-916133,-35444,-989792,20155,0,-35959,0,0,-160771,-1091368,-964013,999,-156500,2305500,0,0,260093,1446079,0,0,0,-181206,0,0,0,-181206,173504,572833,590,746927,2118413,9807,2108605,1453782,654822,662789,21252,20338,19569,26344,202088,1087497,1602,605,997,1088494,213568.0,213568,0,874925,874672,253,322,0
ACV,2022,2,38387100,621233,619233,2000,31421000,0,0,31421000,5749433,4489699,926033,0,0,0,909860,-576160,0,402351,402351,0,193081,67449,117060,8571,0,0,17495688,271101,5600,0,0,0,0,265501,0,12253110,12252292,44402566,-32150273,0,0,0,817,21979,-21162,0,0,0,2016497,0,2016497,2761179,0,2588078,234800,-61699,0,193799,169365,24433,0,0,0,55882788,15241228,3476299,449902,19264,814195,730542,248562,0,0,8912,590631,316676,0,297611,0,0,11764928,0,0,0,0,0,0,64717,11690734,0,0,407,9069,0,40641560,40641560,21771732,0,0,14602,0,0,-2918,0,0,6034593,0,0,12780380,3076574,9703805,0,43170,0,0,0,55882788,4306228,1163606,80678,-1743550,-915278,37881,0,2929566,-2106406,-138318,-491975,-9967,0,-66081,0,0,-167324,-50507,-1977424,994,-1459000,2755000,0,0,951504,271073,0,0,0,-181206,0,0,0,-181206,39359,572833,9040,621233,3445312,15792,3429519,1807507,1622012,1906150,20810,0,76036,54564,312573,3216250,1584,100,1484,3217734,619353.0,619353,0,2598380,2597449,931,1091,0
ACV,2022,3,40191648,1461095,1461095,0,31880100,0,0,31880100,6236329,5416707,717380,0,0,0,746855,-644614,0,360773,360773,0,253350,47354,199402,6593,0,0,18264190,271101,5600,0,0,0,0,265501,0,11799380,11798834,44533911,-32735077,0,0,0,546,21979,-21433,0,0,0,3253931,0,3253931,2756780,0,2583679,234800,-61699,0,182995,158561,24433,0,0,0,58455838,15725765,4590388,525154,14061,1490573,879186,286602,0,0,15880,882217,303091,0,193621,0,0,11135377,0,0,0,0,0,0,66115,11059784,0,0,407,9069,0,42730072,42730072,21771732,0,0,14602,0,0,-2918,0,0,6034593,0,0,14867994,5164188,9703805,0,44068,0,0,0,58455838,7254888,1749960,149132,-2214347,-1366913,54764,0,5627484,-2690629,-96678,-500659,20930,0,-71696,0,0,-271313,2017437,-3193337,1090,-2068600,2905500,0,0,1569051,-786295,0,0,0,-362423,0,0,0,-362423,868718,572833,19543,1461095,4203870,16886,4186983,1806753,2380229,917487,20361,16883,42802,56995,277886,2985275,722,135,586,2985862,588162.0,588162,0,2397699,2396801,898,973,0
