stock_code,category_code,year,quarter,data,date_added
MBS,IS_200,2019,0,229802.0,2019-12-30
MBS,IS_201,2020,0,268705.0,2020-12-30
MBS,IS_201,2021,0,586810.0,2021-12-30
MBS,IS_201,2022,0,514205.0,2022-12-30
MBS,IS_201,2023,0,584016.0,2023-12-30
MBS,IS_201,2016,0,16653.0,2016-12-30
MBS,IS_201,2017,0,23962.0,2017-12-30
MBS,IS_201,2018,0,177352.0,2018-12-30
MBS,IS_201,2019,0,229802.0,2019-12-30
MBS,IS_202,2020,0,0.0,2020-12-30
MBS,IS_202,2021,0,0.0,2021-12-30
MBS,IS_202,2022,0,0.0,2022-12-30
MBS,IS_202,2023,0,0.0,2023-12-30
MBS,IS_202,2016,0,0.0,2016-12-30
MBS,IS_202,2017,0,0.0,2017-12-30
MBS,IS_202,2018,0,0.0,2018-12-30
MBS,IS_202,2019,0,0.0,2019-12-30
MBS,IS_203,2020,0,0.0,2020-12-30
MBS,IS_203,2021,0,0.0,2021-12-30
MBS,IS_203,2022,0,0.0,2022-12-30
MBS,IS_203,2023,0,0.0,2023-12-30
MBS,IS_203,2016,0,0.0,2016-12-30
MBS,IS_203,2017,0,0.0,2017-12-30
MBS,IS_203,2018,0,0.0,2018-12-30
MBS,IS_203,2019,0,0.0,2019-12-30
MBS,IS_021,2020,0,112109.0,2020-12-30
MBS,IS_021,2021,0,159724.0,2021-12-30
MBS,IS_021,2022,0,91803.0,2022-12-30
MBS,IS_021,2023,0,31082.0,2023-12-30
MBS,IS_021,2016,0,65486.0,2016-12-30
MBS,IS_021,2017,0,134463.0,2017-12-30
MBS,IS_021,2018,0,48811.0,2018-12-30
MBS,IS_021,2019,0,83583.0,2019-12-30
MBS,IS_021.1,2020,0,112091.0,2020-12-30
MBS,IS_021.1,2021,0,166645.0,2021-12-30
MBS,IS_021.1,2022,0,91838.0,2022-12-30
MBS,IS_021.1,2023,0,30579.0,2023-12-30
MBS,IS_021.1,2016,0,71305.0,2016-12-30
MBS,IS_021.1,2017,0,109212.0,2017-12-30
MBS,IS_021.1,2018,0,41096.0,2018-12-30
MBS,IS_021.1,2019,0,99965.0,2019-12-30
MBS,IS_021.2,2020,0,-2754.0,2020-12-30
MBS,IS_021.2,2021,0,-10039.0,2021-12-30
MBS,IS_021.2,2022,0,-2103.0,2022-12-30
MBS,IS_021.2,2023,0,-711.0,2023-12-30
MBS,IS_021.2,2016,0,-6031.0,2016-12-30
MBS,IS_021.2,2017,0,25013.0,2017-12-30
MBS,IS_021.2,2018,0,7340.0,2018-12-30
MBS,IS_021.2,2019,0,-17876.0,2019-12-30
MBS,IS_021.3,2020,0,2772.0,2020-12-30
MBS,IS_021.3,2021,0,3118.0,2021-12-30
MBS,IS_021.3,2022,0,2068.0,2022-12-30
MBS,IS_021.3,2023,0,1204.0,2023-12-30
MBS,IS_021.3,2016,0,212.0,2016-12-30
MBS,IS_021.3,2017,0,237.0,2017-12-30
MBS,IS_021.3,2018,0,374.0,2018-12-30
MBS,IS_021.3,2019,0,1494.0,2019-12-30
MBS,IS_021.4,2020,0,0.0,2020-12-30
MBS,IS_021.4,2021,0,0.0,2021-12-30
MBS,IS_021.4,2022,0,0.0,2022-12-30
MBS,IS_021.4,2023,0,0.0,2023-12-30
MBS,IS_021.4,2016,0,0.0,2016-12-30
MBS,IS_021.4,2017,0,0.0,2017-12-30
MBS,IS_021.4,2018,0,0.0,2018-12-30
MBS,IS_021.4,2019,0,0.0,2019-12-30
MBS,IS_023,2020,0,0.0,2020-12-30
MBS,IS_023,2021,0,0.0,2021-12-30
MBS,IS_023,2022,0,0.0,2022-12-30
MBS,IS_023,2023,0,0.0,2023-12-30
MBS,IS_023,2016,0,0.0,2016-12-30
MBS,IS_023,2017,0,0.0,2017-12-30
MBS,IS_023,2018,0,0.0,2018-12-30
MBS,IS_023,2019,0,0.0,2019-12-30
MBS,IS_024,2020,0,0.0,2020-12-30
MBS,IS_024,2021,0,0.0,2021-12-30
MBS,IS_024,2022,0,0.0,2022-12-30
MBS,IS_024,2023,0,0.0,2023-12-30
MBS,IS_024,2016,0,0.0,2016-12-30
MBS,IS_024,2017,0,0.0,2017-12-30
MBS,IS_024,2018,0,0.0,2018-12-30
MBS,IS_024,2019,0,0.0,2019-12-30
MBS,IS_026,2020,0,26789.0,2020-12-30
MBS,IS_026,2021,0,46381.0,2021-12-30
MBS,IS_026,2022,0,44184.0,2022-12-30
MBS,IS_026,2023,0,25632.0,2023-12-30
MBS,IS_026,2016,0,3202.0,2016-12-30
MBS,IS_026,2017,0,5498.0,2017-12-30
MBS,IS_026,2018,0,15005.0,2018-12-30
MBS,IS_026,2019,0,24926.0,2019-12-30
MBS,IS_027,2020,0,317931.0,2020-12-30
MBS,IS_027,2021,0,650574.0,2021-12-30
MBS,IS_027,2022,0,539113.0,2022-12-30
MBS,IS_027,2023,0,479006.0,2023-12-30
MBS,IS_027,2016,0,152833.0,2016-12-30
MBS,IS_027,2017,0,245642.0,2017-12-30
MBS,IS_027,2018,0,335988.0,2018-12-30
MBS,IS_027,2019,0,268922.0,2019-12-30
MBS,IS_028,2020,0,0.0,2020-12-30
MBS,IS_028,2021,0,0.0,2021-12-30
MBS,IS_028,2022,0,836.0,2022-12-30
MBS,IS_028,2023,0,18.0,2023-12-30
MBS,IS_028,2016,0,0.0,2016-12-30
MBS,IS_028,2017,0,930000.0,2017-12-30
MBS,IS_028,2018,0,0.0,2018-12-30
MBS,IS_028,2019,0,0.0,2019-12-30
MBS,IS_029,2020,0,0.0,2020-12-30
MBS,IS_029,2021,0,0.0,2021-12-30
MBS,IS_029,2022,0,0.0,2022-12-30
MBS,IS_029,2023,0,8087.0,2023-12-30
MBS,IS_029,2016,0,0.0,2016-12-30
MBS,IS_029,2017,0,0.0,2017-12-30
MBS,IS_029,2018,0,0.0,2018-12-30
MBS,IS_029,2019,0,0.0,2019-12-30
MBS,IS_003,2020,0,318478.0,2020-12-30
MBS,IS_003,2021,0,646559.0,2021-12-30
MBS,IS_003,2022,0,767597.0,2022-12-30
MBS,IS_003,2023,0,0.0,2023-12-30
MBS,IS_003,2016,0,190502.0,2016-12-30
MBS,IS_003,2017,0,264411.0,2017-12-30
MBS,IS_003,2018,0,309550.0,2018-12-30
MBS,IS_003,2019,0,310293.0,2019-12-30
MBS,IS_030,2020,0,16098.0,2020-12-30
MBS,IS_030,2021,0,17224.0,2021-12-30
MBS,IS_030,2022,0,20436.0,2022-12-30
MBS,IS_030,2023,0,0.0,2023-12-30
MBS,IS_030,2016,0,6941.0,2016-12-30
MBS,IS_030,2017,0,9786.0,2017-12-30
MBS,IS_030,2018,0,11984.0,2018-12-30
MBS,IS_030,2019,0,19577.0,2019-12-30
MBS,IS_300,2020,0,0.0,2020-12-30
MBS,IS_300,2021,0,0.0,2021-12-30
MBS,IS_300,2022,0,0.0,2022-12-30
MBS,IS_300,2023,0,0.0,2023-12-30
MBS,IS_300,2016,0,0.0,2016-12-30
MBS,IS_300,2017,0,0.0,2017-12-30
MBS,IS_300,2018,0,0.0,2018-12-30
MBS,IS_300,2019,0,0.0,2019-12-30
MBS,IS_032,2020,0,-28668.0,2020-12-30
MBS,IS_032,2021,0,1294.0,2021-12-30
MBS,IS_032,2022,0,2137.0,2022-12-30
MBS,IS_032,2023,0,-61.0,2023-12-30
MBS,IS_032,2016,0,67877.0,2016-12-30
MBS,IS_032,2017,0,233688.0,2017-12-30
MBS,IS_032,2018,0,-18942.0,2018-12-30
MBS,IS_032,2019,0,-8238.0,2019-12-30
MBS,IS_004,2020,0,920.0,2020-12-30
MBS,IS_004,2021,0,1005.0,2021-12-30
MBS,IS_004,2022,0,1590.0,2022-12-30
MBS,IS_004,2023,0,0.0,2023-12-30
MBS,IS_004,2016,0,6188.0,2016-12-30
MBS,IS_004,2017,0,15921.0,2017-12-30
MBS,IS_004,2018,0,3392.0,2018-12-30
MBS,IS_004,2019,0,578.0,2019-12-30
MBS,IS_040,2020,0,490268.0,2020-12-30
MBS,IS_040,2021,0,940582.0,2021-12-30
MBS,IS_040,2022,0,725886.0,2022-12-30
MBS,IS_040,2023,0,571501.0,2023-12-30
MBS,IS_040,2016,0,316914.0,2016-12-30
MBS,IS_040,2017,0,529900.0,2017-12-30
MBS,IS_040,2018,0,557883.0,2018-12-30
MBS,IS_040,2019,0,393963.0,2019-12-30
MBS,IS_400,2020,0,0.0,2020-12-30
MBS,IS_400,2021,0,0.0,2021-12-30
MBS,IS_400,2022,0,0.0,2022-12-30
MBS,IS_400,2023,0,0.0,2023-12-30
MBS,IS_400,2016,0,0.0,2016-12-30
MBS,IS_400,2017,0,0.0,2017-12-30
MBS,IS_400,2018,0,0.0,2018-12-30
MBS,IS_400,2019,0,0.0,2019-12-30
MBS,IS_401,2020,0,0.0,2020-12-30
MBS,IS_401,2021,0,0.0,2021-12-30
MBS,IS_401,2022,0,0.0,2022-12-30
MBS,IS_401,2023,0,0.0,2023-12-30
MBS,IS_401,2016,0,0.0,2016-12-30
MBS,IS_401,2017,0,0.0,2017-12-30
MBS,IS_401,2018,0,0.0,2018-12-30
MBS,IS_401,2019,0,0.0,2019-12-30
MBS,IS_041,2020,0,12.0,2020-12-30
MBS,IS_041,2021,0,2318.0,2021-12-30
MBS,IS_041,2022,0,2821.0,2022-12-30
MBS,IS_041,2023,0,168.0,2023-12-30
MBS,IS_041,2016,0,0.0,2016-12-30
MBS,IS_041,2017,0,0.0,2017-12-30
MBS,IS_041,2018,0,5.0,2018-12-30
MBS,IS_041,2019,0,810000.0,2019-12-30
MBS,IS_042,2020,0,2827.0,2020-12-30
MBS,IS_042,2021,0,3416.0,2021-12-30
MBS,IS_042,2022,0,4436.0,2022-12-30
MBS,IS_042,2023,0,4674.0,2023-12-30
MBS,IS_042,2016,0,2083.0,2016-12-30
